Severity,County,State,count
2,Mercer,OH,4
2,Mercer,PA,102
2,Mercer,WV,71
2,Meriwether,GA,32
2,Merrick,NE,2
2,Merrimack,NH,1062
2,Mesa,CO,75
2,Metcalfe,KY,1
2,Miami,IN,13
2,Miami,KS,8
2,Miami,OH,86
2,Miami-Dade,FL,65770
2,Middlesex,CT,731
2,Middlesex,MA,8881
2,Middlesex,NJ,5127
2,Middlesex,VA,55
2,Midland,MI,80
2,Midland,TX,20
2,Mifflin,PA,373
2,Milam,TX,5
2,Millard,UT,471
2,Mille Lacs,MN,404
2,Miller,AR,24
2,Miller,GA,11
2,Miller,MO,4
2,Mills,IA,34
2,Mills,TX,1
2,Milwaukee,WI,4905
2,Mineral,CO,8
2,Mineral,MT,96
2,Mineral,NV,114
2,Mineral,WV,3
2,Mingo,WV,2
2,Minidoka,ID,32
2,Minnehaha,SD,121
2,Mississippi,AR,31
2,Missoula,MT,289
2,Mitchell,GA,18
2,Mitchell,IA,1
2,Mitchell,NC,8
2,Mobile,AL,3933
2,Modoc,CA,179
2,Moffat,CO,7
2,Mohave,AZ,546
2,Moniteau,MO,4
2,Monmouth,NJ,2129
2,Mono,CA,639
2,Monona,IA,12
2,Monongalia,WV,113
2,Monroe,AL,9
2,Monroe,AR,30
2,Monroe,FL,404
2,Monroe,GA,173
2,Monroe,IA,7
2,Monroe,IL,9
2,Monroe,IN,31
2,Monroe,KY,2
2,Monroe,MI,237
2,Monroe,MO,1
2,Monroe,MS,4
2,Monroe,NY,19394
2,Monroe,OH,1
2,Monroe,PA,390
2,Monroe,TN,19
2,Monroe,WI,53
2,Montague,TX,11
2,Montcalm,MI,14
2,Monterey,CA,8868
2,Montezuma,CO,9
2,Montgomery,AL,4927
2,Montgomery,AR,6
2,Montgomery,DC,1
2,Montgomery,GA,5
2,Montgomery,IA,2
2,Montgomery,IL,11
2,Montgomery,IN,30
2,Montgomery,KS,2
2,Montgomery,KY,5
2,Montgomery,MD,6397
2,Montgomery,MO,22
2,Montgomery,MS,1
2,Montgomery,NC,35
2,Montgomery,NY,189
2,Montgomery,OH,16235
2,Montgomery,PA,37511
2,Montgomery,TN,80
2,Montgomery,TX,567
2,Montgomery,VA,315
2,Montmorency,MI,1
2,Montour,PA,149
2,Montrose,CO,8
2,Moore,NC,285
2,Moore,TN,2
2,Moore,TX,1
2,Mora,NM,9
2,Morehouse,LA,2
2,Morgan,AL,987
2,Morgan,CO,29
2,Morgan,GA,68
2,Morgan,IL,4
2,Morgan,IN,68
2,Morgan,MO,1
2,Morgan,OH,2
2,Morgan,UT,408
2,Morris,NJ,1717
2,Morris,TX,15
2,Morrison,MN,417
2,Morrow,OH,19
2,Morrow,OR,592
2,Morton,ND,55
2,Mountrail,ND,3
2,Mower,MN,288
2,Muhlenberg,KY,3
2,Multnomah,OR,17156
2,Murray,GA,25
2,Murray,MN,127
2,Murray,OK,3
2,Muscatine,IA,22
2,Muscogee,GA,148
2,Muskegon,MI,181
2,Muskingum,OH,33
2,Muskogee,OK,12
2,Musselshell,MT,10
2,Nacogdoches,TX,18
2,Nantucket,MA,1
2,Napa,CA,4139
2,Nash,NC,125
2,Nassau,FL,583
2,Nassau,NY,9261
2,Natchitoches,LA,3
2,Natrona,WY,12
2,Navajo,AZ,246
2,Navarro,TX,15
2,Nelson,KY,4
2,Nelson,ND,5
2,Nelson,VA,83
2,Nemaha,NE,13
2,Neosho,KS,7
2,Neshoba,MS,7
2,Nevada,AR,7
2,Nevada,CA,2907
2,New Castle,DE,5107
2,New Hanover,NC,200
2,New Haven,CT,4498
2,New Kent,VA,542
2,New London,CT,711
2,New Madrid,MO,6
2,New York,NY,7268
2,Newaygo,MI,10
2,Newberry,SC,1474
2,Newport,RI,87
2,Newport News,VA,958
2,Newton,AR,2
2,Newton,GA,109
2,Newton,IN,16
2,Newton,MO,15
2,Newton,MS,14
2,Nez Perce,ID,28
2,Niagara,NY,463
2,Nicholas,WV,6
2,Nicollet,MN,715
2,Niobrara,WY,1
2,Noble,IN,3
2,Noble,OH,7
2,Noble,OK,1
2,Nobles,MN,377
2,Nodaway,MO,3
2,Nolan,TX,11
2,Norfolk,MA,3007
2,Norfolk,VA,2252
2,Norfolk City,VA,24
2,Northampton,NC,44
2,Northampton,PA,1012
2,Northampton,VA,45
2,Northumberland,PA,585
2,Northumberland,VA,38
2,Norton,KS,1
2,Nottoway,VA,140
2,Nowata,OK,1
2,Noxubee,MS,2
2,Nueces,TX,36
2,Nye,NV,63
2,O'Brien,IA,16
2,Oakland,MI,4206
2,Obion,TN,5
2,Obrien,IA,1
2,Ocean,NJ,1595
2,Oceana,MI,20
2,Oconee,GA,55
2,Oconee,SC,3135
2,Oconto,WI,16
2,Ogemaw,MI,4
2,Ogle,IL,24
2,Oglethorpe,GA,14
2,Ohio,IN,6
2,Ohio,KY,3
2,Ohio,WV,127
2,Okaloosa,FL,1353
2,Okanogan,WA,4
2,Okeechobee,FL,79
2,Okfuskee,OK,7
2,Oklahoma,OK,34671
2,Okmulgee,OK,34
2,Oktibbeha,MS,12
2,Oldham,KY,37
2,Oldham,TX,1
2,Oliver,ND,1
2,Olmsted,MN,1148
2,Oneida,ID,41
2,Oneida,NY,2811
2,Oneida,WI,2
2,Onondaga,NY,3698
2,Onslow,NC,40
2,Ontario,NY,364
2,Orange,CA,44753
2,Orange,FL,38165
2,Orange,NC,292
2,Orange,NY,1633
2,Orange,TX,10
2,Orange,VA,97
2,Orange,VT,13
2,Orangeburg,SC,3958
2,Orleans,LA,5646
2,Orleans,NY,36
2,Orleans,VT,18
2,Osage,KS,3
2,Osage,MO,1
2,Osage,OK,100
2,Osceola,FL,5411
2,Osceola,IA,6
2,Osceola,MI,15
2,Oscoda,MI,2
2,Oswego,NY,44
2,Otero,CO,27
2,Otero,NM,13
2,Otoe,NE,13
2,Otsego,MI,9
2,Otsego,NY,34
2,Ottawa,MI,969
2,Ottawa,OH,10
2,Ottawa,OK,4
2,Otter Tail,MN,412
2,Ouachita,AR,11
2,Ouachita,LA,30
2,Ouray,CO,7
2,Outagamie,WI,188
2,Overton,TN,10
2,Owen,IN,3
2,Owen,KY,1
2,Owyhee,ID,16
2,Oxford,ME,29
2,Ozaukee,WI,50
2,Pacific,WA,187
2,Page,IA,3
2,Page,VA,54
2,Palm Beach,FL,10020
2,Palo Alto,IA,6
2,Palo Pinto,TX,10
2,Pamlico,NC,5
2,Panola,MS,17
2,Panola,TX,9
2,Park,CO,106
2,Park,MT,115
2,Park,WY,3
2,Parke,IN,1
2,Parker,TX,90
2,Parmer,TX,2
2,Pasco,FL,8940
2,Pasquotank,NC,11
2,Passaic,NJ,2081
2,Patrick,VA,44
2,Paulding,GA,59
2,Pawnee,NE,1
2,Pawnee,OK,4
2,Payette,ID,53
2,Payne,OK,11
2,Peach,GA,123
2,Pearl River,MS,42
2,Pecos,TX,12
2,Pembina,ND,1
2,Pemiscot,MO,7
2,Pend Oreille,WA,16
2,Pender,NC,138
2,Pendleton,KY,4
2,Pendleton,WV,1
2,Pennington,MN,5
2,Pennington,SD,4
2,Penobscot,ME,203
2,Peoria,IL,84
2,Perkins,NE,2
2,Perquimans,NC,4
2,Perry,AL,15
2,Perry,AR,5
2,Perry,IL,1
2,Perry,IN,7
2,Perry,MO,4
2,Perry,MS,14
2,Perry,OH,15
2,Perry,PA,135
2,Perry,TN,5
2,Pershing,NV,32
2,Person,NC,26
2,Petersburg,VA,318
2,Petersburg City,VA,25
2,Petroleum,MT,2
2,Pettis,MO,2
2,Phelps,MO,40
2,Phelps,NE,1
2,Philadelphia,PA,5425
2,Phillips,AR,1
2,Phillips,CO,3
2,Phillips,KS,3
2,Phillips,MT,3
2,Piatt,IL,4
2,Pickaway,OH,64
2,Pickens,AL,56
2,Pickens,GA,31
2,Pickens,SC,3697
2,Pickett,TN,1
2,Pierce,GA,5
2,Pierce,ND,3
2,Pierce,NE,5
2,Pierce,WA,4892
2,Pierce,WI,13
2,Pike,AL,625
2,Pike,GA,30
2,Pike,IL,5
2,Pike,IN,4
2,Pike,KY,4
2,Pike,MO,5
2,Pike,MS,5
2,Pike,OH,6
2,Pike,PA,90
2,Pima,AZ,16256
2,Pinal,AZ,1106
2,Pine,MN,798
2,Pinellas,FL,18159
2,Pipestone,MN,8
2,Piscataquis,ME,2
2,Pitkin,CO,21
2,Pitt,NC,100
2,Pittsburg,OK,2
2,Pittsylvania,VA,277
2,Piute,UT,46
2,Placer,CA,6505
2,Plaquemines,LA,3
2,Platte,MO,468
2,Platte,NE,16
2,Platte,WY,4
2,Plumas,CA,521
2,Plymouth,IA,23
2,Plymouth,MA,2081
2,Pocahontas,IA,3
2,Pocahontas,WV,1
2,Poinsett,AR,27
2,Pointe Coupee,LA,13
2,Polk,AR,4
2,Polk,FL,2059
2,Polk,GA,42
2,Polk,IA,3115
2,Polk,MN,42
2,Polk,MO,6
2,Polk,NC,97
2,Polk,NE,5
2,Polk,OR,1426
2,Polk,TN,5
2,Polk,TX,13
2,Polk,WI,4
2,Pondera,MT,19
2,Pontotoc,MS,6
2,Pontotoc,OK,1
2,Pope,AR,32
2,Pope,MN,83
2,Portage,OH,76
2,Portage,WI,115
2,Porter,IN,76
2,Portsmouth,VA,371
2,Portsmouth City,VA,2
2,Posey,IN,10
2,Pottawatomie,KS,8
2,Pottawatomie,OK,114
2,Pottawattamie,IA,574
2,Potter,PA,92
2,Potter,TX,9
2,Powder River,MT,1
2,Powell,KY,2
2,Powell,MT,52
2,Power,ID,36
2,Poweshiek,IA,49
2,Powhatan,VA,280
2,Prairie,AR,49
2,Prairie,MT,3
2,Pratt,KS,2
2,Preble,OH,70
2,Prentiss,MS,2
2,Presque Isle,MI,4
2,Preston,WV,31
2,Price,WI,8
2,Prince Edward,VA,63
2,Prince George,VA,184
2,Prince George's,MD,7641
2,Prince Georges,MD,209
2,Prince William,VA,3127
2,Providence,RI,4981
2,Prowers,CO,14
2,Pueblo,CO,238
2,Pulaski,AR,1717
2,Pulaski,GA,8
2,Pulaski,IL,4
2,Pulaski,KY,2
2,Pulaski,MO,23
2,Pulaski,VA,169
2,Putnam,FL,355
2,Putnam,GA,19
2,Putnam,IL,6
2,Putnam,IN,55
2,Putnam,NY,2189
2,Putnam,OH,2
2,Putnam,TN,96
2,Putnam,WV,164
2,Quay,NM,22
2,Queen Anne's,MD,731
2,Queen Annes,MD,27
2,Queens,NY,11122
2,Quitman,GA,1
2,Rabun,GA,2
2,Racine,WI,218
2,Radford,VA,7
2,Rains,TX,1
2,Raleigh,WV,93
2,Ralls,MO,7
2,Ramsey,MN,10214
2,Ramsey,ND,5
2,Randall,TX,6
2,Randolph,AL,10
2,Randolph,AR,5
2,Randolph,GA,7
2,Randolph,IL,3
2,Randolph,IN,19
2,Randolph,NC,118
2,Randolph,WV,4
2,Rankin,MS,389
2,Ransom,ND,3
2,Rapides,LA,73
2,Rappahannock,VA,11
2,Ravalli,MT,140
2,Real,TX,1
2,Red Lake,MN,3
2,Red River,TX,2
2,Redwood,MN,163
2,Reeves,TX,12
2,Reno,KS,4
2,Rensselaer,NY,1294
2,Renville,MN,245
2,Rhea,TN,18
2,Rice,MN,1068
2,Rich,UT,7
2,Richland,IL,1
2,Richland,LA,3
2,Richland,MT,9
2,Richland,ND,5
2,Richland,OH,53
2,Richland,SC,17726
2,Richland,WI,1
2,Richmond,GA,9479
2,Richmond,NC,40
2,Richmond,NY,2047
2,Richmond,VA,2
2,Richmond City,VA,13231
2,Richmond County,VA,21
2,Rio Arriba,NM,15
2,Rio Blanco,CO,8
2,Rio Grande,CO,5
2,Ripley,IN,8
2,Ritchie,WV,6
2,Riverside,CA,38449
2,Roane,TN,98
2,Roane,WV,28
2,Roanoke,VA,9
2,Roanoke City,VA,622
2,Roanoke County,VA,425
2,Robertson,TN,158
2,Robertson,TX,12
2,Robeson,NC,173
2,Rock,MN,13
2,Rock,NE,3
2,Rock,WI,145
2,Rock Island,IL,49
2,Rockbridge,VA,442
2,Rockcastle,KY,5
2,Rockdale,GA,121
2,Rockingham,NC,80
2,Rockingham,NH,1685
2,Rockingham,VA,382
2,Rockland,NY,2616
2,Rockwall,TX,169
2,Rogers,OK,132
2,Roosevelt,MT,3
2,Roosevelt,NM,7
2,Roscommon,MI,12
2,Roseau,MN,60
2,Rosebud,MT,33
2,Ross,OH,40
2,Routt,CO,12
2,Rowan,KY,9
2,Rowan,NC,347
2,Runnels,TX,1
2,Rush,IN,15
2,Rusk,TX,5
2,Rusk,WI,3
2,Russell,AL,280
2,Russell,KS,5
2,Russell,KY,1
2,Russell,VA,60
2,Rutherford,NC,52
2,Rutherford,TN,337
2,Rutland,VT,28
2,Sabine,LA,2
2,Sabine,TX,2
2,Sac,IA,9
2,Sacramento,CA,45305
2,Sagadahoc,ME,65
2,Saginaw,MI,174
2,Saguache,CO,13
2,Saint Charles,LA,1
2,Saint Charles,MO,24
2,Saint Clair,AL,1
2,Saint Clair,IL,14
2,Saint Clair,MI,11
2,Saint Johns,FL,24
2,Saint Joseph,MI,5
2,Saint Landry,LA,7
2,Saint Lawrence,NY,1
2,Saint Louis,MN,15
2,Saint Louis,MO,92
2,Saint Louis City,MO,29
2,Saint Lucie,FL,32
2,Saint Martin,LA,2
2,Saint Tammany,LA,7
2,Salem,NJ,243
2,Salem,VA,38
2,Saline,AR,155
2,Saline,IL,6
2,Saline,KS,8
2,Saline,MO,52
2,Saline,NE,3
2,Salt Lake,UT,18888
2,Saluda,SC,674
2,Sampson,NC,61
2,San Augustine,TX,2
2,San Benito,CA,1672
2,San Bernardino,CA,40686
2,San Diego,CA,38454
2,San Francisco,CA,6971
2,San Jacinto,TX,14
2,San Joaquin,CA,14297
2,San Juan,NM,10
2,San Juan,UT,413
2,San Luis Obispo,CA,4413
2,San Mateo,CA,16339
2,San Miguel,CO,6
2,San Miguel,NM,17
2,San Patricio,TX,5
2,Sanders,MT,38
2,Sandoval,NM,42
2,Sandusky,OH,19
2,Sangamon,IL,47
2,Sanilac,MI,2
2,Sanpete,UT,347
2,Santa Barbara,CA,6489
2,Santa Clara,CA,35908
2,Santa Cruz,AZ,19
2,Santa Cruz,CA,7071
2,Santa Fe,NM,55
2,Santa Rosa,FL,1835
2,Sarasota,FL,6254
2,Saratoga,NY,2241
2,Sargent,ND,5
2,Sarpy,NE,4208
2,Sauk,WI,41
2,Saunders,NE,6
2,Sawyer,WI,1
2,Schenectady,NY,612
2,Schley,GA,1
2,Schoharie,NY,71
2,Schoolcraft,MI,1
2,Schuyler,NY,8
2,Schuylkill,PA,189
2,Scioto,OH,4
2,Scotland,MO,1
2,Scotland,NC,26
2,Scott,AR,9
2,Scott,IA,198
2,Scott,IN,15
2,Scott,KY,17
2,Scott,MN,1808
2,Scott,MO,8
2,Scott,MS,13
2,Scott,TN,7
2,Scott,VA,60
2,Scotts Bluff,NE,9
2,Screven,GA,9
2,Scurry,TX,3
2,Searcy,AR,2
2,Sebastian,AR,83
2,Sedgwick,CO,7
2,Sedgwick,KS,235
2,Seminole,FL,2890
2,Seminole,GA,2
2,Seminole,OK,7
2,Seneca,NY,92
2,Seneca,OH,4
2,Sequatchie,TN,12
2,Sequoyah,OK,4
2,Sevier,AR,4
2,Sevier,TN,147
2,Sevier,UT,574
2,Seward,NE,32
2,Shannon,MO,1
2,Sharp,AR,4
2,Shasta,CA,2226
2,Shawano,WI,49
2,Shawnee,KS,43
2,Sheboygan,WI,153
2,Shelby,AL,1320
2,Shelby,IA,3
2,Shelby,IL,3
2,Shelby,IN,246
2,Shelby,KY,18
2,Shelby,MO,4
2,Shelby,OH,28
2,Shelby,TN,6675
2,Shelby,TX,3
2,Shenandoah,VA,492
2,Sherburne,MN,1232
2,Sheridan,MT,1
2,Sheridan,ND,1
2,Sheridan,WY,3
2,Sherman,NE,1
2,Sherman,OR,656
2,Sherman,TX,1
2,Shiawassee,MI,133
2,Shoshone,ID,81
2,Sibley,MN,260
2,Sierra,CA,160
2,Sierra,NM,5
2,Silver Bow,MT,86
2,Simpson,KY,7
2,Simpson,MS,14
2,Sioux,IA,45
2,Sioux,ND,2
2,Siskiyou,CA,1076
2,Skagit,WA,537
2,Skamania,WA,71
2,Slope,ND,2
2,Smith,MS,4
2,Smith,TN,30
2,Smith,TX,1024
2,Smyth,VA,104
2,Snohomish,WA,5002
2,Snyder,PA,299
2,Socorro,NM,11
2,Solano,CA,7425
2,Somerset,MD,59
2,Somerset,ME,47
2,Somerset,NJ,892
2,Somerset,PA,581
2,Somervell,TX,3
2,Sonoma,CA,13896
2,Southampton,VA,40
2,Spalding,GA,172
2,Spartanburg,SC,17797
2,Spencer,IN,22
2,Spencer,KY,1
2,Spink,SD,1
2,Spokane,WA,2738
2,Spotsylvania,VA,517
2,St Joseph,IN,1
2,St. Bernard,LA,3
2,St. Charles,LA,106
2,St. Charles,MO,1396
2,St. Clair,AL,296
2,St. Clair,IL,174
2,St. Clair,MI,206
2,St. Clair,MO,2
2,St. Croix,WI,101
2,St. Francis,AR,82
2,St. Francois,MO,18
2,St. Helena,LA,1
2,St. James,LA,18
2,St. John the Baptist,LA,83
2,St. Johns,FL,1223
2,St. Joseph,IN,40
2,St. Joseph,MI,24
2,St. Landry,LA,33
2,St. Lawrence,NY,13
2,St. Louis,MN,1455
2,St. Louis City,MO,1011
2,St. Louis County,MO,3967
2,St. Lucie,FL,1111
2,St. Martin,LA,96
2,St. Mary,LA,12
2,St. Mary's,MD,100
2,St. Tammany,LA,179
2,Stafford,VA,1274
2,Stanislaus,CA,8605
2,Stanly,NC,45
2,Stark,IL,1
2,Stark,ND,20
2,Stark,OH,146
2,Starke,IN,2
2,Starr,TX,9
2,Staunton,VA,27
2,Staunton City,VA,3
2,Ste Genevieve,MO,9
2,Stearns,MN,1389
2,Steele,MN,759
2,Stephens,GA,27
2,Stephens,TX,1
2,Stephenson,IL,5
2,Steuben,IN,9
2,Steuben,NY,24
2,Stevens,MN,45
2,Stevens,WA,52
2,Stewart,GA,31
2,Stillwater,MT,99
2,Stokes,NC,30
2,Stone,MO,1
2,Stone,MS,24
2,Storey,NV,100
2,Story,IA,196
2,Strafford,NH,385
2,Stutsman,ND,15
2,Sublette,WY,3
2,Suffolk,MA,6248
2,Suffolk,NY,10552
2,Suffolk,VA,468
2,Suffolk City,VA,15
2,Sullivan,IN,6
2,Sullivan,NH,98
2,Sullivan,NY,107
2,Sullivan,PA,35
2,Sullivan,TN,95
2,Summers,WV,16
2,Summit,CO,81
2,Summit,OH,1749
2,Summit,UT,1430
2,Sumner,KS,8
2,Sumner,TN,161
2,Sumter,AL,77
2,Sumter,FL,744
2,Sumter,GA,20
2,Sumter,SC,2545
2,Sunflower,MS,1
2,Surry,NC,129
2,Surry,VA,20
2,Susquehanna,PA,58
2,Sussex,DE,111
2,Sussex,NJ,142
2,Sussex,VA,132
2,Sutter,CA,1122
2,Sutton,TX,2
2,Suwannee,FL,384
2,Swain,NC,9
2,Sweet Grass,MT,29
2,Sweetwater,WY,21
2,Swift,MN,73
2,Switzerland,IN,1
2,Talbot,GA,11
2,Talbot,MD,222
2,Taliaferro,GA,13
2,Talladega,AL,98
2,Tallapoosa,AL,60
2,Tama,IA,12
2,Taney,MO,3
2,Tangipahoa,LA,105
2,Taos,NM,4
2,Tarrant,TX,8860
2,Tate,MS,25
2,Tattnall,GA,6
2,Taylor,FL,134
2,Taylor,GA,16
2,Taylor,TX,26
2,Taylor,WV,4
2,Tazewell,IL,1786
2,Tazewell,VA,52
2,Tehama,CA,1181
2,Telfair,GA,7
2,Teller,CO,36
2,Terrebonne,LA,303
2,Terrell,GA,12
2,Terrell,TX,8
2,Teton,ID,8
2,Teton,MT,12
2,Teton,WY,13
2,Texas,MO,2
2,Texas,OK,1
2,Thayer,NE,3
2,Thomas,GA,14
2,Thomas,NE,1
2,Thurston,NE,2
2,Thurston,WA,676
2,Tift,GA,36
2,Tillamook,OR,1352
2,Tioga,NY,70
2,Tioga,PA,271
2,Tippah,MS,4
2,Tippecanoe,IN,59
2,Tipton,IN,25
2,Tipton,TN,17
2,Tishomingo,MS,10
2,Todd,MN,345
2,Tolland,CT,377
2,Tom Green,TX,7
2,Tompkins,NY,6
2,Tooele,UT,1404
2,Toole,MT,19
2,Toombs,GA,21
2,Torrance,NM,18
2,Towns,GA,2
2,Traill,ND,25
2,Transylvania,NC,15
2,Traverse,MN,1
2,Travis,TX,67770
2,Treasure,MT,12
2,Trego,KS,1
2,Trempealeau,WI,16
2,Treutlen,GA,38
2,Trigg,KY,5
2,Trimble,KY,3
2,Trinity,CA,584
2,Trinity,TX,13
2,Troup,GA,160
2,Trousdale,TN,4
2,Trumbull,OH,91
2,Tucker,WV,3
2,Tulare,CA,6187
2,Tulsa,OK,17784
2,Tuolumne,CA,1662
2,Turner,GA,17
2,Tuscaloosa,AL,5583
2,Tuscarawas,OH,24
2,Tuscola,MI,17
2,Twiggs,GA,48
2,Twin Falls,ID,47
2,Tyler,TX,4
2,Tyler,WV,1
2,Tyrrell,NC,1
2,Uinta,WY,4
2,Uintah,UT,301
2,Ulster,NY,612
2,Umatilla,OR,3389
2,Unicoi,TN,18
2,Union,AR,9
2,Union,FL,92
2,Union,GA,4
2,Union,IA,3
2,Union,IL,5
2,Union,IN,2
2,Union,KY,1
2,Union,LA,6
2,Union,MS,5
2,Union,NC,240
2,Union,NJ,3968
2,Union,NM,8
2,Union,OH,107
2,Union,OR,1698
2,Union,PA,250
2,Union,SC,723
2,Union,TN,8
2,Upshur,TX,3
2,Upshur,WV,3
2,Upson,GA,29
2,Upton,TX,1
2,Utah,UT,4676
2,Uvalde,TX,3
2,Val Verde,TX,5
2,Valencia,NM,3
2,Valley,ID,20
2,Valley,MT,9
2,Van Buren,AR,3
2,Van Buren,IA,2
2,Van Buren,MI,93
2,Van Buren,TN,1
2,Van Wert,OH,11
2,Van Zandt,TX,7
2,Vance,NC,44
2,Vanderburgh,IN,196
2,Venango,PA,27
2,Ventura,CA,10973
2,Vermilion,IL,17
2,Vermilion,LA,7
2,Vermillion,IN,8
2,Vernon,LA,1
2,Vernon,MO,1
2,Vernon,WI,6
2,Victoria,TX,22
2,Vigo,IN,82
2,Vilas,WI,4
2,Vinton,OH,14
2,Virginia Beach,VA,1334
2,Virginia Beach City,VA,11
2,Volusia,FL,2281
2,Wabash,IL,1
2,Wabash,IN,21
2,Wabasha,MN,176
2,Wabaunsee,KS,3
2,Wadena,MN,119
2,Wagoner,OK,126
2,Wahkiakum,WA,15
2,Wake,NC,61015
2,Wakulla,FL,303
2,Waldo,ME,15
2,Walker,AL,367
2,Walker,GA,35
2,Walker,TX,29
2,Walla Walla,WA,10
2,Waller,TX,63
2,Wallowa,OR,365
2,Walsh,ND,3
2,Walthall,MS,4
2,Walton,FL,650
2,Walton,GA,178
2,Walworth,WI,31
2,Wapello,IA,63
2,Ward,ND,16
2,Ward,TX,1
2,Ware,GA,15
2,Warren,GA,53
2,Warren,IA,134
2,Warren,IL,3
2,Warren,IN,5
2,Warren,KY,33
2,Warren,MO,23
2,Warren,MS,71
2,Warren,NC,31
2,Warren,NJ,1801
2,Warren,NY,637
2,Warren,OH,399
2,Warren,PA,24
2,Warren,TN,7
2,Warren,VA,197
2,Warrick,IN,21
2,Wasatch,UT,1370
2,Wasco,OR,1885
2,Waseca,MN,150
2,Washburn,WI,1
2,Washington,AL,15
2,Washington,AR,133
2,Washington,CO,12
2,Washington,FL,250
2,Washington,GA,7
2,Washington,IA,12
2,Washington,ID,15
2,Washington,IL,6
2,Washington,IN,2
2,Washington,LA,2
2,Washington,MD,1036
2,Washington,ME,8
2,Washington,MN,3850
2,Washington,MO,12
2,Washington,MS,7
2,Washington,NC,6
2,Washington,NE,64
2,Washington,NY,301
2,Washington,OH,18
2,Washington,OK,3
2,Washington,OR,4448
2,Washington,PA,421
2,Washington,RI,371
2,Washington,TN,2806
2,Washington,TX,2
2,Washington,UT,1047
2,Washington,VA,326
2,Washington,VT,25
2,Washington,WI,154
2,Washoe,NV,3042
2,Washtenaw,MI,1165
2,Watauga,NC,22
2,Watonwan,MN,151
2,Waukesha,WI,792
2,Waupaca,WI,37
2,Waushara,WI,11
2,Wayne,GA,4
2,Wayne,IA,3
2,Wayne,IL,10
2,Wayne,IN,1041
2,Wayne,MI,11326
2,Wayne,MS,12
2,Wayne,NC,81
2,Wayne,NE,1
2,Wayne,NY,47
2,Wayne,OH,41
2,Wayne,PA,13
2,Wayne,TN,3
2,Wayne,UT,88
2,Wayne,WV,9
2,Waynesboro,VA,56
2,Waynesboro City,VA,1
2,Weakley,TN,7
2,Webb,TX,26
2,Weber,UT,3973
2,Webster,GA,7
2,Webster,IA,8
2,Webster,LA,21
2,Webster,MO,27
2,Weld,CO,443
2,Wells,IN,2
2,Wells,ND,3
2,West Baton Rouge,LA,377
2,West Feliciana,LA,2
2,Westchester,NY,14319
2,Westmoreland,PA,1514
2,Westmoreland,VA,38
2,Wetzel,WV,3
2,Wexford,MI,2
2,Wharton,TX,17
2,Whatcom,WA,900
2,Wheatland,MT,4
2,Wheeler,GA,9
2,Wheeler,OR,279
2,Wheeler,TX,2
2,White,AR,44
2,White,GA,5
2,White,IL,6
2,White,IN,9
2,White,TN,6
2,White Pine,NV,122
2,Whiteside,IL,9
2,Whitfield,GA,116
2,Whitley,IN,7
2,Whitley,KY,20
2,Whitman,WA,33
2,Wibaux,MT,8
2,Wichita,TX,1318
2,Wicomico,MD,204
2,Wilbarger,TX,11
2,Wilcox,AL,4
2,Wilcox,GA,2
2,Wilkes,GA,43
2,Wilkes,NC,45
2,Wilkin,MN,10
2,Wilkinson,GA,8
2,Wilkinson,MS,1
2,Will,IL,803
2,Willacy,TX,3
2,Williams,ND,11
2,Williams,OH,10
2,Williamsburg,SC,813
2,Williamsburg,VA,9
2,Williamson,IL,21
2,Williamson,TN,613
2,Williamson,TX,3592
2,Wilson,KS,4
2,Wilson,NC,74
2,Wilson,TN,165
2,Wilson,TX,1
2,Winchester,VA,6
2,Winchester City,VA,3
2,Windham,CT,191
2,Windham,VT,175
2,Windsor,VT,68
2,Winkler,TX,3
2,Winnebago,IL,278
2,Winnebago,WI,179
2,Winneshiek,IA,5
2,Winona,MN,622
2,Winston,AL,37
2,Wise,TX,10
2,Wise,VA,71
2,Wolfe,KY,1
2,Wood,OH,241
2,Wood,TX,5
2,Wood,WI,11
2,Wood,WV,77
2,Woodbury,IA,156
2,Woodford,IL,12
2,Woodford,KY,5
2,Worcester,MA,1978
2,Worcester,MD,148
2,Worth,GA,36
2,Worth,IA,6
2,Wright,IA,11
2,Wright,MN,1892
2,Wright,MO,2
2,Wyandot,OH,8
2,Wyandotte,KS,1353
2,Wyoming,NY,26
2,Wyoming,PA,6
2,Wythe,VA,366
2,Yadkin,NC,70
2,Yakima,WA,37
2,Yalobusha,MS,12
2,Yamhill,OR,2258
2,Yancey,NC,1
2,Yates,NY,8
2,Yavapai,AZ,1012
2,Yazoo,MS,12
2,Yell,AR,23
2,Yellow Medicine,MN,130
2,Yellowstone,MT,356
2,Yoakum,TX,3
2,Yolo,CA,3423
2,York,ME,468
2,York,NE,38
2,York,PA,10803
2,York,SC,4740
2,York,VA,362
2,Young,TX,3
2,Yuba,CA,1864
2,Yuma,AZ,217
2,Yuma,CO,6
3,Abbeville,SC,2
3,Acadia,LA,50
3,Accomack,VA,12
3,Ada,ID,40
3,Adair,IA,80
3,Adams,CO,4108
3,Adams,ID,5
3,Adams,IL,5
3,Adams,IN,1
3,Adams,MS,6
3,Adams,OH,1
3,Adams,PA,37
3,Adams,WA,15
3,Adams,WI,1
3,Addison,VT,3
3,Aiken,SC,831
3,Aitkin,MN,15
3,Alachua,FL,905
3,Alamance,NC,252
3,Alameda,CA,26780
3,Alamosa,CO,1
