ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-2985065,2,39.109987,-94.619504,Kansas City,Wyandotte,KS,31.0,24.0,82.0,29.54,6.0,7.0,0.0
A-992072,2,35.27845,-80.709457,Charlotte,Mecklenburg,NC,46.0,42.0,50.0,29.05,10.0,9.0,0.0
A-2991163,2,28.394385,-81.326192,Orlando,Orange,FL,84.0,84.0,79.0,29.82,10.0,9.0,0.0
A-3266730,2,39.377266,-77.406504,Frederick,Frederick,MD,52.0,52.0,82.0,30.01,7.0,0.0,0.0
A-569942,3,39.948841,-75.119179,Camden,Camden,NJ,46.0,41.0,58.0,30.18,10.0,9.0,0.0
A-3728755,2,45.36395,-122.60622,West Linn,Clackamas,OR,43.0,43.0,100.0,30.11,1.0,3.0,0.0
A-3870435,2,38.755815,-121.542891,Pleasant Grove,Sutter,CA,61.0,61.0,72.0,29.73,10.0,0.0,0.0
A-1058326,4,35.249519,-80.781059,Charlotte,Mecklenburg,NC,52.0,52.0,89.0,29.34,10.0,3.0,0.0
A-1617361,2,30.168753,-97.785103,Austin,Travis,TX,36.0,30.3,93.0,30.17,3.0,6.9,0.05
A-1172752,2,33.5201,-112.06501,Phoenix,Maricopa,AZ,98.0,98.0,19.0,28.47,10.0,15.0,0.0
A-3793332,2,44.84326,-93.29834,Minneapolis,Hennepin,MN,49.0,45.0,77.0,28.97,10.0,9.0,0.0
A-1467259,2,43.225368,-77.890137,Brockport,Monroe,NY,49.0,45.0,66.0,29.34,10.0,9.0,0.0
A-3723472,2,40.75412,-111.89394,Salt Lake City,Salt Lake,UT,38.0,38.0,47.0,25.77,10.0,0.0,0.0
A-982315,2,47.596432,-122.699142,Bremerton,Kitsap,WA,48.0,44.0,74.0,29.29,10.0,9.0,0.0
A-1339058,2,29.746559,-95.360489,Houston,Harris,TX,76.0,76.0,94.0,29.8,2.0,12.0,0.3
A-3680052,4,43.7036,-87.88966,Sheboygan Falls,Sheboygan,WI,31.0,24.0,76.0,29.31,9.0,7.0,0.0
A-519098,3,34.077522,-117.623199,Ontario,San Bernardino,CA,45.0,41.0,71.0,29.11,10.0,7.0,0.0
A-1188219,2,29.586411,-95.184647,Houston,Harris,TX,81.0,81.0,74.0,29.81,10.0,7.0,0.0
A-3341150,2,28.663576,-82.146095,Bushnell,Sumter,FL,73.0,73.0,100.0,30.03,7.0,0.0,0.0
A-1436750,2,42.936768,-73.8041,Mechanicville,Saratoga,NY,50.0,50.0,74.0,29.99,10.0,7.0,0.0
A-3317459,2,39.991141,-76.260335,Lancaster,Lancaster,PA,34.0,34.0,75.0,29.95,10.0,0.0,0.0
A-3791430,2,37.92849,-122.32284,Richmond,Contra Costa,CA,77.0,77.0,19.0,30.03,10.0,5.0,0.0
A-1403434,2,29.7036,-95.4972,Houston,Harris,TX,71.0,71.0,66.0,29.91,10.0,7.0,0.0
A-3827433,2,34.601869,-118.142597,Palmdale,Los Angeles,CA,62.0,62.0,5.0,27.53,10.0,10.0,0.0
A-623062,3,39.633972,-104.90696,Denver,Denver,CO,45.0,45.0,34.0,24.38,10.0,0.0,0.0
A-3868350,2,34.056144,-118.244005,Los Angeles,Los Angeles,CA,96.0,96.0,26.0,29.7,10.0,0.0,0.0
A-3589675,2,28.25939,-81.54342,Kissimmee,Osceola,FL,73.0,73.0,81.0,30.19,10.0,7.0,0.0
A-959629,3,47.665318,-122.322319,Seattle,King,WA,47.0,42.0,54.0,30.33,10.0,10.0,0.0
A-1180911,3,42.639938,-87.952484,Kenosha,Kenosha,WI,64.0,64.0,84.0,29.17,10.0,8.0,0.0
A-3117262,2,48.464003,-122.3623,Burlington,Skagit,WA,50.0,50.0,71.0,29.7,10.0,21.0,0.0
A-1031432,2,36.079563,-86.726372,Nashville,Davidson,TN,40.0,40.0,47.0,29.79,10.0,0.0,0.0
A-3127751,2,43.598829,-116.519526,Nampa,Canyon,ID,64.0,64.0,28.0,27.53,10.0,0.0,0.0
A-2957548,4,43.035103,-78.696902,East Amherst,Erie,NY,43.0,38.0,80.0,29.37,9.0,9.0,0.0
A-813352,2,29.869184,-95.412628,Houston,Harris,TX,71.0,71.0,90.0,29.94,10.0,0.0,0.0
A-1155977,2,36.823551,-121.388069,Hollister,San Benito,CA,52.0,52.0,62.0,29.65,10.0,8.0,0.0
A-3040913,2,25.884658,-80.35171,Hialeah,Miami-Dade,FL,77.0,77.0,48.0,30.16,10.0,17.0,0.0
A-3866229,2,39.29972,-123.28732,Willits,Mendocino,CA,57.0,57.0,77.0,29.3,10.0,0.0,0.0
A-1034246,2,47.562881,-122.381462,Seattle,King,WA,50.0,50.0,89.0,29.71,5.0,7.0,0.05
A-3639953,2,44.89838,-93.20001,Saint Paul,Hennepin,MN,29.0,17.0,45.0,29.16,10.0,16.0,0.0
A-1156641,3,25.861881,-80.208626,Miami,Miami-Dade,FL,72.0,72.0,73.0,30.0,10.0,5.0,0.0
A-3196413,2,32.783699,-96.839712,Dallas,Dallas,TX,39.0,39.0,89.0,29.77,10.0,0.0,0.0
A-3260728,2,30.524468,-81.635716,Jacksonville,Duval,FL,74.0,74.0,97.0,30.04,10.0,7.0,0.0
A-3616185,4,38.91264,-77.16629,Falls Church,Fairfax County,VA,49.0,44.0,36.0,29.82,10.0,14.0,0.0
A-3043665,2,39.838233,-76.570406,Felton,York,PA,65.0,65.0,97.0,29.38,4.0,0.0,0.09
A-3425652,2,35.82179,-78.590258,Raleigh,Wake,NC,75.0,75.0,71.0,29.64,10.0,0.0,0.0
A-602434,2,33.566299,-112.255089,Peoria,Maricopa,AZ,77.0,77.0,33.0,28.8,10.0,5.0,0.0
A-887356,2,33.578144,-84.278099,Rex,Clayton,GA,38.0,33.0,65.0,29.37,10.0,6.0,0.0
A-3862260,2,38.99431,-122.92684,Lakeport,Lake,CA,80.0,80.0,43.0,29.21,10.0,15.0,0.0
A-3427992,2,34.056233,-118.241096,Los Angeles,Los Angeles,CA,57.0,57.0,83.0,29.87,8.0,0.0,0.0
A-1347399,2,29.757111,-95.408409,Houston,Harris,TX,82.0,82.0,69.0,30.05,10.0,13.0,0.0
A-3335497,2,36.746036,-119.821598,Fresno,Fresno,CA,73.0,73.0,26.0,29.55,10.0,7.0,0.0
A-1430173,3,39.073341,-76.905449,Beltsville,Prince George's,MD,64.0,64.0,100.0,29.84,10.0,0.0,0.0
A-3338006,2,33.646421,-117.171135,Menifee,Riverside,CA,52.0,52.0,28.0,28.69,10.0,0.0,0.0
A-656851,2,42.06279,-88.315643,Elgin,Kane,IL,47.0,44.0,93.0,29.25,10.0,7.0,0.0
A-3848393,2,39.703405,-121.786827,Chico,Butte,CA,59.0,59.0,45.0,29.72,25.0,5.0,0.0
A-3044403,2,34.482166,-81.926115,Clinton,Laurens,SC,63.0,63.0,100.0,29.42,7.0,0.0,0.0
A-671925,3,32.732811,-97.395798,Fort Worth,Tarrant,TX,96.0,96.0,41.0,29.04,10.0,9.0,0.0
A-3816531,2,34.120486,-117.907589,Azusa,Los Angeles,CA,72.0,72.0,55.0,29.75,10.0,0.0,0.0
A-1362999,3,33.460819,-112.082413,Phoenix,Maricopa,AZ,100.0,100.0,7.0,28.58,10.0,8.0,0.0
A-1168447,2,29.4527,-98.572372,San Antonio,Bexar,TX,89.0,89.0,44.0,29.32,10.0,8.0,0.0
A-3470239,2,37.35497,-77.41335,Chester,Chesterfield,VA,64.0,64.0,54.0,29.58,10.0,9.0,0.0
A-185816,3,42.378372,-83.215172,Detroit,Wayne,MI,39.0,31.4,86.0,29.83,10.0,12.7,0.0
A-573871,3,34.730415,-86.600418,Huntsville,Madison,AL,55.0,55.0,89.0,29.27,10.0,0.0,0.0
A-3410534,2,38.743811,-78.650854,Mount Jackson,Shenandoah,VA,41.0,36.0,76.0,28.81,10.0,7.0,0.0
A-3081183,2,28.421362,-81.403312,Orlando,Orange,FL,60.0,60.0,41.0,30.05,10.0,10.0,0.0
A-2980051,2,45.298932,-122.769084,Wilsonville,Clackamas,OR,46.0,40.0,51.0,30.11,10.0,13.0,0.0
A-3523851,4,39.07548,-76.99397,Silver Spring,Montgomery,MD,85.0,85.0,35.0,29.89,10.0,7.0,0.0
A-3704556,2,43.66422,-123.37444,Drain,Douglas,OR,53.0,53.0,74.0,29.63,10.0,7.0,0.0
A-1117312,2,40.028542,-75.205276,Philadelphia,Philadelphia,PA,48.0,43.0,92.0,29.47,7.0,14.0,0.05
A-764287,3,33.652176,-84.367058,Atlanta,Fulton,GA,82.0,82.0,26.0,29.03,10.0,3.0,0.0
A-993412,2,29.703581,-95.58992,Houston,Harris,TX,54.0,54.0,47.0,30.23,10.0,14.0,0.0
A-3732226,1,35.36785,-80.76436,Charlotte,Mecklenburg,NC,50.0,50.0,82.0,29.45,10.0,10.0,0.0
A-808958,2,37.30106,-120.494606,Merced,Merced,CA,60.0,60.0,60.0,29.88,10.0,14.0,0.0
A-3113398,2,37.649921,-122.452508,South San Francisco,San Mateo,CA,49.0,49.0,80.0,30.25,10.0,0.0,0.0
A-3622633,1,38.65957,-120.97246,Shingle Springs,El Dorado,CA,43.0,39.0,100.0,27.18,3.0,6.0,0.0
A-1087506,2,40.012676,-75.725479,Downingtown,Chester,PA,54.0,54.0,88.0,29.56,10.0,5.0,0.0
A-1362070,2,30.260771,-85.54007,Panama City,Bay,FL,88.0,88.0,70.0,29.94,10.0,15.0,0.0
A-3396348,2,45.056401,-93.131886,Saint Paul,Ramsey,MN,25.0,18.0,86.0,28.86,10.0,6.0,0.0
A-4188134,2,34.75891,-87.63477,Muscle Shoals,Colbert,AL,89.0,89.0,45.0,29.45,10.0,12.0,0.0
A-2987615,2,36.685288,-119.742276,Fresno,Fresno,CA,53.0,53.0,69.0,29.87,10.0,5.0,0.0
A-759090,3,39.194221,-84.475555,Cincinnati,Hamilton,OH,88.0,88.0,36.0,29.43,10.0,18.0,0.0
A-544168,3,29.784821,-95.735764,Katy,Harris,TX,67.0,67.0,31.0,30.06,10.0,12.0,0.0
A-1205788,2,33.494991,-112.173264,Phoenix,Maricopa,AZ,81.0,81.0,69.0,28.66,10.0,8.0,0.0
A-3482734,2,40.0685,-76.30755,Lancaster,Lancaster,PA,43.0,34.0,38.0,29.55,10.0,21.0,0.0
A-1133709,3,36.843472,-76.209938,Norfolk,Norfolk,VA,47.0,44.0,86.0,29.82,7.0,7.0,0.0
A-3152116,2,34.693992,-80.788742,Lancaster,Lancaster,SC,46.0,46.0,100.0,29.77,0.25,0.0,0.0
A-3480622,2,37.55108,-77.43856,Richmond,Richmond City,VA,69.0,69.0,35.0,29.56,10.0,24.0,0.0
A-1573607,2,41.662716,-71.490028,East Greenwich,Kent,RI,36.0,28.5,97.0,30.12,1.2,10.4,0.02
A-645730,3,33.486965,-82.111397,Augusta,Columbia,GA,80.0,80.0,60.0,29.5,10.0,0.0,0.0
A-1221207,2,41.306679,-96.073792,Omaha,Douglas,NE,74.0,74.0,86.0,28.87,10.0,7.0,0.0
A-3860702,2,40.68213,-111.968046,West Valley City,Salt Lake,UT,76.0,76.0,27.0,25.76,10.0,10.0,0.0
A-1390190,2,30.41361,-91.136688,Baton Rouge,East Baton Rouge,LA,79.0,79.0,62.0,29.95,10.0,8.0,0.0
A-3367940,2,34.058014,-118.253949,Los Angeles,Los Angeles,CA,72.0,72.0,73.0,29.67,8.0,0.0,0.0
A-1409493,2,34.839161,-82.422287,Greenville,Greenville,SC,56.0,56.0,87.0,28.91,10.0,3.0,0.0
A-2349028,2,40.061184,-76.568382,Marietta,Lancaster,PA,21.9,10.4,85.0,29.73,2.0,11.5,0.0
A-3214693,2,39.097046,-94.549343,Kansas City,Jackson,MO,62.0,62.0,37.0,29.43,10.0,13.0,0.0
A-676266,2,26.06897,-80.166199,Fort Lauderdale,Broward,FL,84.0,84.0,85.0,29.97,10.0,9.0,0.0
A-3511201,2,34.095884,-117.925381,Covina,Los Angeles,CA,71.0,71.0,57.0,29.74,10.0,10.0,0.0
A-1428499,3,42.868511,-78.823174,Buffalo,Erie,NY,66.0,66.0,50.0,29.19,10.0,6.0,0.0
A-733145,2,41.216572,-73.196503,Bridgeport,Fairfield,CT,68.0,68.0,73.0,29.96,1.0,5.0,0.09
A-3519250,3,43.03208,-87.95458,Milwaukee,Milwaukee,WI,70.0,70.0,53.0,29.05,10.0,7.0,0.0
A-1047878,2,32.401451,-93.780441,Shreveport,Caddo,LA,61.0,61.0,87.0,29.82,10.0,0.0,0.0
A-1016475,2,36.191734,-86.777664,Nashville,Davidson,TN,30.0,30.0,85.0,29.85,10.0,3.0,0.0
A-359195,2,29.012497,-82.00972,Summerfield,Marion,FL,64.0,64.0,93.0,30.02,7.0,5.0,0.0
A-3074560,2,33.775309,-117.873526,Santa Ana,Orange,CA,78.0,78.0,10.0,29.92,5.0,8.0,0.0
A-1451622,2,27.111647,-82.384506,Venice,Sarasota,FL,69.0,69.0,70.0,30.2,10.0,10.0,0.0
A-1409848,2,41.292015,-96.22554,Elkhorn,Douglas,NE,88.0,88.0,44.0,28.52,10.0,7.0,0.0
A-2969389,2,41.557513,-75.652939,Olyphant,Lackawanna,PA,34.0,27.0,82.0,28.75,5.0,8.0,0.0
A-1483557,2,31.207499,-85.423889,Dothan,Houston,AL,71.0,71.0,39.0,29.71,10.0,5.0,0.0
A-1464243,2,36.118969,-95.85112,Tulsa,Tulsa,OK,86.0,86.0,32.0,28.72,10.0,26.0,0.0
A-1463122,2,25.73381,-80.290558,Miami,Miami-Dade,FL,73.0,73.0,90.0,29.83,10.0,5.0,0.0
A-1115864,3,38.93211,-94.644501,Leawood,Johnson,KS,20.0,5.0,96.0,29.26,0.75,17.0,0.0
A-1085821,3,34.03677,-81.110725,Columbia,Lexington,SC,53.0,53.0,89.0,29.84,10.0,0.0,0.0
A-837495,3,42.61311,-87.95266,Kenosha,Kenosha,WI,42.0,37.0,85.0,29.25,4.0,8.0,0.01
A-3163532,2,34.029587,-118.403676,Los Angeles,Los Angeles,CA,59.0,59.0,78.0,29.76,10.0,6.0,0.0
A-769621,2,28.08691,-82.249199,Thonotosassa,Hillsborough,FL,66.0,66.0,100.0,30.09,10.0,0.0,0.0
A-585672,2,34.83532,-82.439346,Greenville,Greenville,SC,42.0,42.0,82.0,29.25,10.0,0.0,0.0
A-3746031,2,42.70929,-123.36553,Wolf Creek,Josephine,OR,33.0,33.0,89.0,26.13,0.5,3.0,0.08
A-3375885,2,29.948743,-90.084784,New Orleans,Orleans,LA,75.0,75.0,90.0,29.95,10.0,10.0,0.0
A-3296367,2,37.704839,-77.787877,Oilville,Goochland,VA,41.0,41.0,79.0,30.15,10.0,3.0,0.0
A-3441476,2,43.000454,-78.939795,Grand Island,Erie,NY,25.0,16.0,81.0,29.26,10.0,8.0,0.0
A-3796408,2,34.028308,-118.449313,Los Angeles,Los Angeles,CA,66.0,66.0,84.0,29.71,9.0,0.0,0.0
A-2458044,3,42.040722,-87.983765,Arlington Heights,Cook,IL,12.9,1.6,81.0,30.41,3.0,8.1,0.0
A-1467802,3,35.831554,-78.763657,Cary,Wake,NC,66.0,66.0,93.0,29.67,2.0,9.0,0.0
A-601717,3,27.76646,-82.658112,Saint Petersburg,Pinellas,FL,83.0,83.0,88.0,29.94,10.0,8.0,0.0
A-1600800,3,45.129913,-93.390831,Minneapolis,Hennepin,MN,26.1,15.6,81.0,29.59,1.5,11.5,0.0
A-832162,2,33.575233,-112.015488,Phoenix,Maricopa,AZ,60.0,60.0,60.0,28.24,8.0,6.0,0.01
A-1468866,2,32.839931,-96.694588,Dallas,Dallas,TX,70.0,70.0,29.0,29.32,10.0,12.0,0.0
A-3293745,2,40.247011,-75.652547,Pottstown,Montgomery,PA,59.0,59.0,55.0,29.93,10.0,9.0,0.0
A-1275588,3,39.92197,-75.190681,Philadelphia,Philadelphia,PA,88.0,88.0,63.0,29.96,10.0,9.0,0.0
A-3289031,2,25.687695,-80.384231,Miami,Miami-Dade,FL,78.0,78.0,71.0,30.12,10.0,16.0,0.0
A-3408322,2,33.270088,-117.438944,Camp Pendleton,San Diego,CA,56.0,56.0,57.0,29.8,10.0,0.0,0.0
A-1114703,2,43.204552,-77.671822,Rochester,Monroe,NY,29.0,17.0,89.0,29.48,1.0,17.0,0.03
A-3462577,1,38.80403,-90.76819,O Fallon,St. Charles,MO,84.0,84.0,58.0,29.41,7.0,10.0,0.0
A-3802941,2,34.065555,-117.200775,Redlands,San Bernardino,CA,84.0,84.0,14.0,28.59,6.0,10.0,0.0
A-876586,2,34.025223,-117.729324,Chino,San Bernardino,CA,48.0,46.0,80.0,29.14,10.0,5.0,0.0
A-3746254,2,38.4679,-122.72836,Santa Rosa,Sonoma,CA,60.0,60.0,60.0,30.24,10.0,5.0,0.0
A-992128,2,35.036549,-81.972603,Boiling Springs,Spartanburg,SC,43.0,37.0,53.0,29.02,10.0,10.0,0.0
A-3365255,2,33.756619,-117.856425,Santa Ana,Orange,CA,83.0,83.0,46.0,29.85,3.0,6.0,0.0
A-912713,2,33.760139,-78.960396,Myrtle Beach,Horry,SC,37.0,30.0,82.0,30.26,10.0,10.0,0.0
A-4205415,2,33.85643,-117.78577,Anaheim,Orange,CA,74.0,74.0,53.0,29.86,10.0,7.0,0.0
A-1483102,3,39.77623,-104.989243,Denver,Denver,CO,77.0,77.0,12.0,24.18,50.0,5.0,0.0
A-3182147,2,25.685529,-80.366022,Miami,Miami-Dade,FL,72.0,72.0,55.0,30.16,10.0,12.0,0.0
A-662291,2,36.102261,-86.765518,Nashville,Davidson,TN,56.0,56.0,87.0,29.48,6.0,7.0,0.0
A-3463410,3,37.76041,-122.40629,San Francisco,San Francisco,CA,82.0,82.0,44.0,29.89,10.0,15.0,0.0
A-515039,2,34.435532,-119.86837,Goleta,Santa Barbara,CA,62.0,62.0,46.0,30.17,10.0,6.0,0.0
A-3462176,3,37.59463,-77.56626,Henrico,Henrico,VA,88.0,88.0,40.0,29.56,10.0,14.0,0.0
A-788525,3,44.982784,-93.242844,Minneapolis,Hennepin,MN,73.0,73.0,48.0,28.95,10.0,7.0,0.0
A-3037032,2,33.763612,-117.797544,Santa Ana,Orange,CA,66.0,66.0,63.0,29.99,10.0,5.0,0.0
A-656809,3,41.875839,-87.691139,Chicago,Cook,IL,49.0,45.0,93.0,29.46,2.0,10.0,0.01
A-1063966,2,35.175949,-80.798241,Charlotte,Mecklenburg,NC,65.0,65.0,31.0,29.1,10.0,8.0,0.0
A-813244,2,35.069534,-90.027916,Memphis,Shelby,TN,78.0,78.0,60.0,29.78,10.0,3.0,0.0
A-3031874,2,38.306654,-85.84971,New Albany,Floyd,IN,65.0,65.0,75.0,29.39,10.0,5.0,0.0
A-4176650,4,41.68004,-71.918033,Plainfield,Windham,CT,52.0,52.0,80.0,29.49,10.0,6.0,0.0
A-3612259,2,40.06171,-75.13678,Philadelphia,Philadelphia,PA,51.0,51.0,44.0,29.7,10.0,15.0,0.0
A-2719765,2,35.55134,-121.07163,Cambria,San Luis Obispo,CA,71.0,71.0,53.0,29.75,10.0,16.0,0.0
A-1209415,2,37.388168,-77.448952,Richmond,Chesterfield,VA,92.0,92.0,50.0,29.83,10.0,7.0,0.0
A-3976624,2,34.583763,-118.708426,Castaic,Los Angeles,CA,72.0,72.0,64.0,29.04,10.0,8.0,0.0
A-877812,2,38.525661,-90.487381,Fenton,St. Louis County,MO,40.0,40.0,77.0,29.22,10.0,3.0,0.0
A-1491867,2,34.45145,-80.093498,Hartsville,Darlington,SC,81.0,81.0,37.0,29.48,10.0,8.0,0.0
A-713697,2,42.239929,-87.87159,Lake Forest,Lake,IL,63.0,63.0,90.0,29.32,10.0,9.0,0.0
A-720179,3,40.842842,-73.825592,Bronx,Bronx,NY,78.0,78.0,66.0,30.08,10.0,9.0,0.0
A-765078,2,33.309422,-96.59021,Melissa,Collin,TX,88.0,88.0,53.0,29.2,10.0,15.0,0.0
A-1216366,3,33.743622,-84.382591,Atlanta,Fulton,GA,84.0,84.0,58.0,29.15,10.0,9.0,0.0
A-3118417,2,37.040518,-76.394984,Hampton,Hampton,VA,59.0,59.0,100.0,30.31,0.25,0.0,0.0
A-633964,3,30.62566,-88.121056,Mobile,Mobile,AL,72.0,72.0,91.0,30.0,10.0,7.0,0.0
A-1351927,3,30.051315,-95.431664,Spring,Harris,TX,70.0,70.0,93.0,29.83,10.0,0.0,0.0
A-3115225,2,34.88746,-80.997422,Rock Hill,York,SC,41.0,41.0,65.0,29.58,10.0,3.0,0.0
A-978543,3,38.767433,-90.203232,Saint Louis,St. Louis County,MO,33.0,29.0,64.0,29.3,10.0,5.0,0.0
A-4076918,2,40.844928,-74.013375,Ridgefield Park,Bergen,NJ,36.0,32.1,97.0,29.81,3.0,4.6,0.12
A-1452517,2,36.108463,-95.886658,Tulsa,Tulsa,OK,70.0,70.0,59.0,29.28,10.0,8.0,0.0
A-3264329,2,33.755195,-78.964804,Myrtle Beach,Horry,SC,73.0,73.0,51.0,29.91,10.0,21.0,0.0
A-2978272,2,34.021968,-118.164694,Los Angeles,Los Angeles,CA,51.0,51.0,61.0,30.04,10.0,0.0,0.0
A-1283273,3,45.159397,-93.163521,Circle Pines,Anoka,MN,61.0,61.0,94.0,29.07,10.0,0.0,0.0
A-1061476,3,28.7558,-81.995422,Sumterville,Sumter,FL,76.0,76.0,85.0,29.84,10.0,7.0,0.0
A-1306726,2,42.457237,-83.219193,Southfield,Oakland,MI,81.0,81.0,46.0,29.32,10.0,0.0,0.0
A-520949,2,35.323181,-80.736282,Charlotte,Mecklenburg,NC,54.0,54.0,47.0,29.51,10.0,0.0,0.0
A-3143303,2,28.17732,-81.485331,Kissimmee,Osceola,FL,72.0,72.0,97.0,29.99,10.0,9.0,0.0
A-3768942,2,41.18048,-73.14566,Stratford,Fairfield,CT,52.0,52.0,93.0,29.83,4.0,12.0,0.11
A-775056,2,29.591021,-90.742203,Houma,Terrebonne,LA,70.0,70.0,100.0,29.95,7.0,7.0,0.0
A-1361654,2,35.273602,-80.811317,Charlotte,Mecklenburg,NC,86.0,86.0,53.0,29.16,10.0,9.0,0.0
A-877219,2,35.307209,-80.821632,Charlotte,Mecklenburg,NC,59.0,59.0,82.0,29.04,10.0,7.0,0.0
A-3589001,4,40.66575,-73.83233,South Ozone Park,Queens,NY,64.0,64.0,70.0,29.81,10.0,12.0,0.0
A-1360954,2,34.434849,-117.63401,Pinon Hills,San Bernardino,CA,77.0,77.0,40.0,26.72,10.0,9.0,0.0
A-3780351,2,37.371284,-120.590206,Winton,Merced,CA,39.0,39.0,100.0,30.12,10.0,0.0,0.0
A-555020,3,27.31641,-82.529732,Sarasota,Sarasota,FL,74.0,74.0,71.0,30.12,10.0,10.0,0.0
A-515869,3,41.469872,-89.050125,Mendota,LaSalle,IL,27.0,17.0,93.0,29.6,0.25,12.0,0.02
A-3175819,2,28.497231,-81.442463,Orlando,Orange,FL,50.0,50.0,66.0,30.18,10.0,8.0,0.0
A-198289,2,41.926895,-73.912605,Rhinebeck,Dutchess,NY,34.0,31.0,96.0,29.56,1.8,3.5,0.06
A-719728,2,35.535194,-86.163391,Manchester,Coffee,TN,77.0,77.0,69.0,28.95,10.0,0.0,0.0
A-1419232,2,35.56562,-97.63842,Oklahoma City,Oklahoma,OK,75.0,75.0,34.0,28.12,10.0,31.0,0.0
A-1057354,3,34.069214,-112.141594,Black Canyon City,Yavapai,AZ,78.0,78.0,27.0,28.31,10.0,7.0,0.0
A-946405,3,29.998947,-90.184662,Metairie,Jefferson,LA,71.0,71.0,100.0,30.03,0.5,3.0,0.0
A-842136,3,35.033337,-85.58149,Jasper,Marion,TN,54.0,54.0,93.0,29.39,6.0,9.0,0.2
A-3449413,2,34.066004,-117.478329,Fontana,San Bernardino,CA,93.0,93.0,29.0,28.83,10.0,14.0,0.0
A-3120635,2,35.074889,-80.957414,Fort Mill,York,SC,36.0,36.0,82.0,29.82,10.0,0.0,0.0
A-3400470,2,33.922315,-118.104346,Norwalk,Los Angeles,CA,51.0,51.0,66.0,29.86,10.0,3.0,0.0
A-3342511,2,35.590248,-118.496319,Bodfish,Kern,CA,45.0,36.0,14.0,26.17,10.0,24.0,0.0
A-4206270,2,45.6059,-122.68265,Portland,Multnomah,OR,72.0,72.0,35.0,30.06,10.0,3.0,0.0
A-3358346,2,30.435856,-91.00756,Baton Rouge,East Baton Rouge,LA,65.0,65.0,87.0,29.98,10.0,9.0,0.0
A-626448,2,29.952789,-95.359001,Houston,Harris,TX,79.0,79.0,47.0,30.04,10.0,7.0,0.0
A-3754427,2,45.56996,-122.67873,Portland,Multnomah,OR,43.0,43.0,89.0,30.21,6.0,0.0,0.0
A-3193752,2,38.873566,-77.2204,Falls Church,Fairfax County,VA,34.0,29.0,56.0,29.99,10.0,6.0,0.0
A-3159169,2,33.386775,-111.631704,Mesa,Maricopa,AZ,95.0,95.0,12.0,28.54,10.0,18.0,0.0
A-1383410,3,40.941334,-122.431786,Lakehead,Shasta,CA,75.0,75.0,27.0,27.56,10.0,6.0,0.0
A-1002134,3,40.855999,-73.917793,Bronx,Bronx,NY,47.0,42.0,44.0,29.95,10.0,10.0,0.0
A-846092,2,35.485954,-97.574593,Oklahoma City,Oklahoma,OK,66.0,66.0,73.0,28.3,10.0,13.0,0.0
A-1135037,2,39.798271,-104.82003,Commerce City,Adams,CO,41.0,38.0,61.0,24.26,10.0,6.0,0.0
A-3025185,2,33.931413,-118.346496,Inglewood,Los Angeles,CA,50.0,50.0,100.0,29.82,1.0,3.0,0.0
A-1439851,2,26.180246,-80.203499,Fort Lauderdale,Broward,FL,82.0,82.0,58.0,30.12,10.0,15.0,0.0
A-1275189,2,38.163013,-122.575043,Novato,Marin,CA,81.0,81.0,39.0,29.75,10.0,8.0,0.0
A-3282883,2,44.718829,-93.28194,Burnsville,Dakota,MN,7.0,-13.0,85.0,28.6,2.0,21.0,0.0
A-3609874,2,32.61487,-117.09107,Chula Vista,San Diego,CA,64.0,64.0,60.0,30.21,10.0,12.0,0.0
A-1146641,3,25.785713,-80.202049,Miami,Miami-Dade,FL,67.0,67.0,68.0,29.97,10.0,3.0,0.0
A-918914,2,33.989319,-118.252121,Los Angeles,Los Angeles,CA,58.0,58.0,78.0,29.96,5.0,0.0,0.0
A-1474897,2,30.375616,-97.672867,Austin,Travis,TX,77.0,77.0,60.0,29.29,10.0,9.0,0.0
A-1211290,3,42.339703,-83.053024,Detroit,Wayne,MI,66.0,66.0,93.0,29.45,10.0,8.0,0.0
A-1140670,2,38.84713,-104.738739,Colorado Springs,El Paso,CO,28.0,20.0,92.0,23.91,1.0,8.0,0.0
A-549152,2,41.74617,-93.798721,Grimes,Polk,IA,12.0,12.0,92.0,29.15,6.0,0.0,0.0
A-4220547,2,39.95802,-75.16329,Philadelphia,Philadelphia,PA,85.0,85.0,38.0,30.02,10.0,8.0,0.0
A-665356,2,34.702049,-82.895393,Seneca,Oconee,SC,66.0,66.0,96.0,29.18,1.0,5.0,0.05
A-2398410,3,41.097534,-74.040215,Spring Valley,Rockland,NY,30.0,21.7,85.0,29.97,4.0,9.2,0.0
A-3882464,2,33.806905,-118.150854,Long Beach,Los Angeles,CA,76.0,76.0,64.0,29.83,10.0,5.0,0.0
A-3422499,2,45.115701,-93.188368,Saint Paul,Ramsey,MN,64.0,64.0,34.0,29.0,10.0,7.0,0.0
A-1243467,2,40.733219,-73.974274,New York,New York,NY,66.0,66.0,81.0,29.7,10.0,3.0,0.0
A-4183009,4,39.188025,-77.926408,Berryville,Clarke,VA,54.0,54.0,94.0,29.18,7.0,0.0,0.0
A-800126,2,34.791351,-82.417435,Greenville,Greenville,SC,82.0,82.0,66.0,28.96,10.0,5.0,0.0
