ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3290219,Bing,,2,2020-11-14 02:37:00,2020-11-14 05:52:50,25.733363,-80.306782,25.733337,-80.307913,0.07,Incident on SW 40TH ST near SW 102ND AVE Expect delays.,6945.0, Bird Rd,R,Miami,Miami-Dade,FL,33155-3754,US,US/Eastern,KMIA,2020-11-14 02:53:00,77.0,77.0,90.0,29.98,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-266035,MapQuest,201.0,2,2016-12-21 17:52:14,2016-12-21 18:22:05,30.309994,-97.708847,,,0.01,Accident on Cameron Rd at 52nd St.,5201.0,Cameron Rd,R,Austin,Travis,TX,78723-2416,US,US/Central,KATT,2016-12-21 17:51:00,64.9,,37.0,30.13,10.0,SSW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3626384,Bing,,2,2020-04-07 16:22:00,2020-04-07 16:54:51,34.49217,-118.28369,34.4921,-118.28383,0.009,At Escondido Canyon Rd - Accident.,,Antelope Valley Fwy S,R,Acton,Los Angeles,CA,93510,US,US/Pacific,KPMD,2020-04-07 15:53:00,50.0,50.0,77.0,27.32,10.0,NNE,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1965807,MapQuest,201.0,2,2018-08-22 14:39:32,2018-08-22 15:09:11,32.979012,-80.850662,,,0.0,Accident on SC-64 Bells Hwy at US-21 Lowcountry Hwy.,19000.0,Lowcountry Hwy,R,Ruffin,Colleton,SC,29475,US,US/Eastern,KRBW,2018-08-22 14:35:00,89.6,,55.0,29.96,10.0,West,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-3571361,Bing,,2,2020-03-08 04:17:00,2020-03-08 05:50:30,32.988265,-117.255265,32.988265,-117.255265,0.0,At Lomas Santa Fe Dr/Exit 37 - Accident.,,I-5 N,R,Del Mar,San Diego,CA,92014,US,US/Pacific,KNKX,2020-03-08 04:19:00,55.0,55.0,89.0,29.46,4.0,CALM,0.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1011319,MapQuest,201.0,2,2019-12-10 09:33:16,2019-12-10 10:33:07,32.345188,-110.976379,,,0.0,Accident on AZ-77 Oracle Rd at Suffolk Dr. No recent updates.,7617.0,N Oracle Rd,R,Tucson,Pima,AZ,85704-6310,US,US/Mountain,KDMA,2019-12-10 09:58:00,53.0,53.0,76.0,27.39,10.0,E,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2254875,MapQuest,201.0,2,2018-03-16 20:36:39,2018-03-16 21:06:28,29.73727,-95.531471,,,0.0,Accident on FM-1093 Westheimer Rd at Westerland Dr.,9498.0,Westheimer Rd,R,Houston,Harris,TX,77063-3414,US,US/Central,KMCJ,2018-03-16 20:35:00,75.2,,78.0,29.87,10.0,Variable,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-1033656,MapQuest,201.0,2,2019-12-20 08:17:08,2019-12-20 08:46:47,42.15329,-87.961792,,,0.0,Accident on CR-A50 Lake Cook Rd at Buffalo Grove Rd.,,Lake Cook Rd,R,Buffalo Grove,Cook,IL,60089,US,US/Central,KPWK,2019-12-20 07:52:00,22.0,22.0,85.0,29.71,3.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3675459,Bing,,2,2020-03-05 08:11:00,2020-03-05 09:43:31,37.386619,-121.905526,37.386619,-121.905526,0.0,At Brokaw Rd - Accident.,,I-880 S,R,San Jose,Santa Clara,CA,95131,US,US/Pacific,KSJC,2020-03-05 07:53:00,53.0,53.0,83.0,30.1,9.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-908471,MapQuest,201.0,2,2020-01-21 08:15:49,2020-01-21 09:00:49,47.50724,-121.909203,,,0.0,Accident on Upper Preston Rd at 324th Pl.,10398.0,Upper Preston Rd SE,R,Issaquah,King,WA,98027-8751,US,US/Pacific,KRNT,2020-01-21 07:53:00,48.0,44.0,71.0,29.68,10.0,S,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3676226,Bing,,3,2020-01-07 04:10:17,2020-01-07 04:40:01,25.95802,-80.17108,25.97341,-80.16566,1.115,At Ives Dairy Rd/203rd St/Exit 16 - Accident.,,I-95 N,R,Miami,Miami-Dade,FL,33179,US,US/Eastern,KHWO,2020-01-07 03:53:00,60.0,60.0,69.0,30.15,10.0,NW,3.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-184001,MapQuest,201.0,3,2016-10-26 20:15:12,2016-10-26 20:44:55,42.946419,-85.71125,,,0.01,Right lane blocked due to accident on I-196 Eastbound before Exit 73 Market Ave.,,Market Ave SW,R,Wyoming,Kent,MI,49509,US,US/Eastern,KGRR,2016-10-26 19:53:00,37.0,27.4,89.0,30.19,9.0,East,17.3,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2728171,Bing,,2,2016-06-09 08:00:50,2016-06-09 14:00:50,34.05564,-118.19666,34.05392,-118.20514,0.5,At Soto St/Exit 19C - Accident.,,I-10 W,R,Los Angeles,Los Angeles,CA,90063,US,US/Pacific,KCQT,2016-06-09 07:47:00,64.0,,80.0,29.9,5.0,Variable,3.5,,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1710244,MapQuest,201.0,2,2018-12-19 07:51:36,2018-12-19 08:51:17,32.449772,-80.782669,,,0.0,Accident on Joe Frazier Rd at Pine Grove Rd.,525.0,Joe Frazier Rd,L,Beaufort,Beaufort,SC,29906-8543,US,US/Eastern,KNBC,2018-12-19 07:56:00,48.9,,90.0,30.12,10.0,North,5.8,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2254433,MapQuest,201.0,2,2018-03-16 13:01:07,2018-03-16 13:30:20,30.198587,-97.764175,,,0.460000008345,Accident on Stassney Ln Eastbound from Mira Dr to I-35.,,E Stassney Ln,R,Austin,Travis,TX,78744,US,US/Central,KAUS,2018-03-16 12:53:00,79.0,,52.0,29.9,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-904307,MapQuest-Bing,201.0,2,2020-01-18 05:03:43,2020-01-18 05:48:57,38.178459,-121.115089,,,0.0,Accident on CA-12 at Disch Rd.,21198.0,Disch Rd,R,Lockeford,San Joaquin,CA,95237,US,US/Pacific,KSCK,2020-01-18 04:55:00,43.0,40.0,97.0,30.29,0.5,WSW,5.0,0.0,Fog,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-1367617,MapQuest,201.0,2,2019-06-20 11:41:38,2019-06-20 16:38:49,33.590549,-112.261002,,,0.0,Right lane blocked due to accident on US-60 Grand Ave Eastbound near AZ-101-LOOP Exit 11.,,AZ-101 Loop N,R,Peoria,Maricopa,AZ,85345,US,US/Mountain,KGEU,2019-06-20 11:58:00,92.0,92.0,10.0,28.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-909682,MapQuest,201.0,2,2020-01-22 04:10:49,2020-01-22 05:10:36,34.653469,-82.520683,,,0.0,Accident on Ballard Rd at US-29.,6801.0,Highway 29 N,L,Pelzer,Anderson,SC,29669-9415,US,US/Eastern,KGYH,2020-01-22 04:15:00,25.0,19.0,69.0,29.33,10.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1453579,MapQuest,201.0,2,2019-04-05 19:17:32,2019-04-05 20:32:01,40.702843,-73.482712,,,0.0,Right lane closed due to accident on Southern Pkwy Eastbound at Exits 29 29N 29S NY-107 Hicksville Rd.,,Southern State Pkwy E,R,Seaford,Nassau,NY,11783,US,US/Eastern,KFRG,2019-04-05 19:33:00,37.0,31.0,93.0,30.18,8.0,E,8.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3478433,Bing,,2,2020-05-07 15:10:54,2020-05-07 15:25:54,27.71223,-82.71491,27.71223,-82.71491,0.0,At SR-699/Gulf Blvd - Accident.,,Sun Blvd,R,Saint Petersburg,Pinellas,FL,33715,US,US/Eastern,KSPG,2020-05-07 14:53:00,73.0,73.0,39.0,30.04,10.0,NW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3178815,Bing,,2,2020-11-29 07:36:00,2020-11-29 10:41:09,33.505768,-117.190815,33.506127,-117.189695,0.069,Incident on VIA VUELTAS near RANCHO CALIFORNIA RD Drive with caution.,26708.0, Via Vueltas,L,Temecula,Riverside,CA,92590-3553,US,US/Pacific,KF70,2020-11-29 07:35:00,39.0,39.0,45.0,28.72,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3413511,Bing,,2,2020-12-14 04:41:00,2020-12-14 06:00:26,39.94845,-75.186352,39.939347,-75.196765,0.837,Multi vehicle crash on I-76 eastbound 0 miles EAST of Exit 346A: SOUTH STREET. There is a ramp restriction.,,I-76 E,R,Philadelphia,Philadelphia,PA,19104,US,US/Eastern,KPHL,2020-12-14 04:54:00,44.0,44.0,65.0,29.98,10.0,N,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3586123,Bing,,3,2020-03-19 19:37:26,2020-03-19 20:22:26,40.62494,-74.30682,40.62494,-74.30682,0.0,At Central Ave/Brant Ave/Exit 135 - Accident. Left lane blocked.,,Garden State Pkwy S,R,Clark,Union,NJ,07066,US,US/Eastern,KLDJ,2020-03-19 19:35:00,,,,30.21,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2978721,Bing,,2,2020-12-22 22:11:03,2020-12-23 01:12:34,32.272413,-111.006933,32.272433,-111.007449,0.03,Incident on W PRINCE RD near N RUNWAY DR Drive with caution.,1899.0, W Prince Rd,L,Tucson,Pima,AZ,85705-2900,US,US/Mountain,KDMA,2020-12-22 21:56:00,52.0,52.0,22.0,27.22,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3651176,Bing,,4,2020-04-20 18:25:23,2020-04-20 18:54:24,47.33221,-122.87871,47.33195,-122.88037,0.08,Closed at E Grapeview Loop Rd - Road closed due to accident.,14173.0, E State Route 3,L,Allyn,Mason,WA,98524,US,US/Pacific,KPWT,2020-04-20 17:56:00,65.0,65.0,48.0,29.57,10.0,SW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-970992,MapQuest,201.0,2,2020-02-25 08:31:04,2020-02-25 10:01:05,32.432232,-80.767761,,,0.0,Accident on Churchdale Dr at Joe Frazier Rd.,1.0,Churchdale Dr,L,Beaufort,Beaufort,SC,29906-8947,US,US/Eastern,KNBC,2020-02-25 08:18:00,61.0,61.0,97.0,29.86,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1342509,MapQuest,201.0,3,2019-06-07 14:42:15,2019-06-07 15:11:50,35.260803,-80.841232,,,0.0,Right lane blocked due to accident on I-77 Southbound at Exit 12 Lasalle St.,,Lasalle St,R,Charlotte,Mecklenburg,NC,28206,US,US/Eastern,KCLT,2019-06-07 14:52:00,73.0,73.0,90.0,29.01,6.0,ESE,12.0,0.42,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1500544,MapQuest,201.0,3,2019-04-01 16:40:51,2019-04-01 17:25:22,39.204922,-94.492371,,,0.0,Left lane closed due to accident on I-435 Northbound before Exits 52 52A 52B I-35.,,I-435 S,R,Kansas City,Clay,MO,64119,US,US/Central,KMKC,2019-04-01 16:54:00,59.0,59.0,28.0,29.27,10.0,SSW,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4020032,Bing,,2,2018-07-06 06:23:38,2018-07-06 12:23:38,45.0136,-93.08984,44.99637,-93.0896,1.191,Between MN-36/Exit 111 and Roselawn Ave/Exit 110B - Accident.,,I-35E S,R,Saint Paul,Ramsey,MN,55117,US,US/Central,KSTP,2018-07-06 06:53:00,66.0,,70.0,30.45,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3903007,Bing,,4,2019-02-04 06:40:51,2019-02-04 07:10:26,32.876789,-111.51519,32.890074,-111.515141,0.918,Closed between AZ-84/AZ-93/Casa Grande-Picacho Hwy and Coolidge - Road closed due to accident.,318.0, S Highway 87,L,Casa Grande,Pinal,AZ,85194,US,US/Mountain,KCGZ,2019-02-04 06:56:00,55.0,,96.0,29.87,10.0,East,8.1,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1415066,MapQuest,201.0,2,2019-05-19 07:05:00,2019-05-19 09:14:42,37.764771,-121.38813,,,0.0,Right hand shoulder blocked due to accident on I-205 Eastbound at Exit 9 Macarthur Dr.,,I-205 E,R,Tracy,San Joaquin,CA,95304,US,US/Pacific,KSCK,2019-05-19 06:55:00,53.0,53.0,93.0,29.72,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2242850,MapQuest,201.0,2,2018-03-12 07:35:15,2018-03-12 08:34:58,28.539063,-81.375824,,,0.0,Accident on Jackson St at FL-527 Rosalind Ave.,207.0,S Rosalind Ave,L,Orlando,Orange,FL,32801,US,US/Eastern,KORL,2018-03-12 07:53:00,72.0,,87.0,29.77,10.0,West,11.5,0.0,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1329489,MapQuest,201.0,2,2019-08-15 15:41:24,2019-08-15 16:41:32,33.131641,-96.82502,,,0.0,Left lane blocked due to accident on Dallas Pkwy Southbound at Stonebrook Pkwy.,,Stonebrook Pkwy,R,Frisco,Collin,TX,75034,US,US/Central,KADS,2019-08-15 15:55:00,95.0,95.0,39.0,29.26,10.0,E,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3532590,Bing,,1,2020-06-05 17:26:14,2020-06-05 18:11:14,33.50946,-112.13419,33.50946,-112.13419,0.0,At US-60/43rd Ave - Accident.,3500.0, W Camelback Rd,R,Phoenix,Maricopa,AZ,85019-2707,US,US/Mountain,KGEU,2020-06-05 16:58:00,104.0,104.0,8.0,28.45,10.0,WSW,23.0,0.0,Partly Cloudy / Windy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2503067,MapQuest,241.0,2,2017-11-21 06:36:36,2017-11-21 07:06:19,33.282692,-111.824379,,,0.0,Left lane blocked due to accident on AZ-202 Loop Westbound at Exit 46 McQueen Rd.,,AZ-202 Loop W,R,Chandler,Maricopa,AZ,85286,US,US/Mountain,KCHD,2017-11-21 06:47:00,50.0,,50.0,30.09,10.0,Calm,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-862887,MapQuest,245.0,3,2020-04-18 20:26:25,2020-04-18 20:56:02,35.553692,-80.857918,,,0.0,Two lanes blocked due to accident on I-77 Southbound at Exit 33 US-21.,,I-77 S,R,Mooresville,Iredell,NC,28117,US,US/Eastern,KSVH,2020-04-18 20:35:00,56.0,56.0,39.0,28.92,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3754575,Bing,,2,2019-12-27 15:40:00,2019-12-27 16:17:29,37.496806,-122.234467,37.496806,-122.234467,0.0,At Whipple Ave/Exit 409 - Accident.,,Bayshore Fwy N,R,Redwood City,San Mateo,CA,94063,US,US/Pacific,KSQL,2019-12-27 15:53:00,59.0,59.0,36.0,30.05,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2523807,MapQuest,201.0,3,2017-10-03 05:10:23,2017-10-03 05:39:55,39.977394,-83.150467,,,9.47999954224,Left lane blocked due to accident on I-70 Eastbound from Exit 85 OH-142 Plain City Georgesville Rd to Exits 91 91A 91B Hilliard Rome Rd.,,Hilliard Rome Rd,R,Columbus,Franklin,OH,43228,US,US/Eastern,KTZR,2017-10-03 05:20:00,45.0,,93.0,30.39,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1579403,MapQuest,241.0,2,2019-02-10 15:31:00,2019-02-10 16:00:34,28.467318,-81.43927,,,0.0,Left lane blocked due to accident on Florida's Tpke Northbound at MM 259.,,Florida's Tpke N,R,Orlando,Orange,FL,32819,US,US/Eastern,KMCO,2019-02-10 15:53:00,72.0,,78.0,30.25,10.0,East,11.5,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3441458,Bing,,2,2020-11-14 23:28:18,2020-11-15 00:44:24,39.265791,-76.563817,39.265451,-76.592947,1.558,Incident on I-95 SB near MP 55 Drive with caution.,,Fort McHenry Tunl S,R,Baltimore,Baltimore City,MD,21224,US,US/Eastern,KDMH,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1745767,MapQuest,201.0,2,2018-11-08 17:59:40,2018-11-08 18:44:00,40.761063,-73.097702,,,1.30999994278,Left lane closed due to accident on NY-27 Sunrise Hwy Westbound from Exits 50 50A Sunrise Hwy to Exit 49 County Hwy-93 Lakeland Ave.,,Sunrise Hwy W,R,Bohemia,Suffolk,NY,11716,US,US/Eastern,KISP,2018-11-08 17:56:00,46.9,,66.0,30.28,10.0,SW,3.5,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4136388,Bing,,4,2017-10-23 18:25:54,2017-10-24 00:25:54,42.4773,-83.202607,42.487813,-83.220995,1.186,Closed between Greenfield Rd/Exit 13 and Southfield Rd/Exit 12 - Road closed due to accident.,,Walter P Reuther Fwy,R,Southfield,Oakland,MI,48075,US,US/Eastern,KVLL,2017-10-23 18:35:00,62.8,,96.0,29.5,4.0,SE,16.1,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2678032,MapQuest,201.0,3,2017-08-14 15:29:39,2017-08-14 15:59:18,42.504543,-83.114975,,,0.0,Left lane blocked and left hand shoulder blocked due to accident on I-75 Southbound after Exit 63 12 Mile Rd.,,Chrysler Expy S,R,Madison Heights,Oakland,MI,48071,US,US/Eastern,KVLL,2017-08-14 15:34:00,79.7,,45.0,29.91,10.0,East,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-13348,MapQuest,201.0,2,2016-10-24 15:26:25,2016-10-24 15:56:05,36.540611,-121.912491,,,0.01,Accident on Rio Rd at Oliver Rd.,3420.0,Rio Rd,L,Carmel,Monterey,CA,93923-9021,US,US/Pacific,KMRY,2016-10-24 15:54:00,66.9,,61.0,30.01,10.0,NW,3.5,,Mostly Cloudy,False,False,True,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day
A-876968,MapQuest,201.0,3,2020-03-03 08:17:07,2020-03-03 09:33:51,38.84697,-77.078918,,,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-395 Northbound at Exits 6 7 7A 7B Shirlington Rd.,,Henry Shirley Memorial Hwy N,R,Arlington,Arlington,VA,22206,US,US/Eastern,KDCA,2020-03-03 07:52:00,48.0,45.0,80.0,29.78,10.0,S,6.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2283275,MapQuest,201.0,2,2018-03-30 06:39:08,2018-03-30 07:08:04,30.395247,-91.109673,,,0.0,Accident on LA-427 Perkins Rd Northbound at Essen Ln.,,Perkins Rd,R,Baton Rouge,East Baton Rouge,LA,70808,US,US/Central,KBTR,2018-03-30 06:53:00,57.9,,93.0,30.12,10.0,North,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1130190,MapQuest,201.0,2,2019-11-17 16:07:02,2019-11-17 16:52:26,34.74881,-86.693512,,,0.0,Accident on US-72 Eastbound at Providence Main St.,6601.0,University Dr NW,R,Huntsville,Madison,AL,35806-1719,US,US/Central,KHUA,2019-11-17 15:58:00,60.0,60.0,41.0,29.17,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3612921,Bing,,4,2020-04-01 20:39:52,2020-04-01 22:09:52,28.66622,-80.87099,28.66622,-80.87099,0.0,Closed at I-95/SR-9 - Road closed due to accident.,4345.0, W Main St,L,Titusville,Brevard,FL,32796,US,US/Eastern,KTTS,2020-04-01 20:56:00,61.0,61.0,70.0,29.9,10.0,NNE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2338044,MapQuest,201.0,2,2018-02-26 20:20:11,2018-02-26 20:49:46,35.12817,-80.876762,,,0.0,Accident on Sharon Lakes Rd at South Blvd.,7900.0,South Blvd,R,Charlotte,Mecklenburg,NC,28273-5946,US,US/Eastern,KCLT,2018-02-26 19:52:00,50.0,,83.0,30.3,10.0,NNE,6.9,,Overcast,False,False,True,False,False,False,True,False,False,False,False,True,False,Night,Night,Night,Night
A-585584,MapQuest,201.0,2,2020-11-04 19:22:12,2020-11-04 20:21:55,28.69788,-81.352867,,,0.0,Left lane blocked due to accident on FL-434 Eastbound before Florida Central Pkwy.,557.0,W State Road 434,R,Longwood,Seminole,FL,32750,US,US/Eastern,KSFB,2020-11-04 18:53:00,71.0,71.0,66.0,30.2,10.0,NE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-3206967,Bing,,2,2020-12-18 03:41:00,2020-12-18 06:01:56,27.995008,-82.366157,27.995677,-82.357607,0.524,Incident on I-4 EB near MM 6 Expect delays.,,I-4 E,R,Tampa,Hillsborough,FL,33610,US,US/Eastern,KVDF,2020-12-18 03:35:00,46.0,44.0,81.0,30.24,10.0,NE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-741749,MapQuest,201.0,2,2020-08-26 17:00:04,2020-08-26 18:34:14,35.316761,-80.952728,,,0.0,Accident on Lawing School Rd at Christian Scott Ln.,9933.0,Lawing School Rd,L,Charlotte,Mecklenburg,NC,28214-8375,US,US/Eastern,KCLT,2020-08-26 16:52:00,93.0,93.0,41.0,29.26,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2638735,MapQuest,201.0,2,2017-09-26 16:13:44,2017-09-26 16:43:30,33.480618,-112.172836,,,0.0,Accident on 52nd Dr at Thomas Rd.,2900.0,N 52nd Dr,L,Phoenix,Maricopa,AZ,85031-3909,US,US/Mountain,KGEU,2017-09-26 15:49:00,87.8,,8.0,29.75,10.0,SW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-886747,MapQuest,201.0,3,2020-01-09 17:46:59,2020-01-09 18:14:30,39.458893,-76.311256,,,0.0,1 of 4 Northbound Traffic Lanes Closed lane closed due to accident on I-95 Southbound at I-95 Exits 77B-A / MD-24.,,Vietnam Veterans Memorial Hwy,R,Abingdon,Harford,MD,21009,US,US/Eastern,KAPG,2020-01-09 17:58:00,29.0,29.0,55.0,30.67,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-69164,MapQuest,201.0,2,2016-11-03 19:26:11,2016-11-03 20:10:42,33.968479,-117.848892,,,0.01,HOV #1 &amp; #2 lane blocked due to accident on CA-57 Northbound near Diamond Bar Blvd.,,CA-57 N,R,Diamond Bar,Los Angeles,CA,91765,US,US/Pacific,KPOC,2016-11-03 19:47:00,66.2,,23.0,30.05,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2789024,Bing,,2,2016-10-19 15:57:48,2016-10-19 21:57:48,33.55597,-80.82143,33.5618,-80.82695,0.513,At US-601/Exit 145 - Accident.,,I-26 W,R,Orangeburg,Orangeburg,SC,29118,US,US/Eastern,KOGB,2016-10-19 15:53:00,86.0,,44.0,30.03,10.0,SW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-704927,MapQuest,201.0,2,2020-07-27 08:48:46,2020-07-27 09:18:12,33.585129,-79.02742,,,0.0,Accident on US-17 at SC-801 Tournament Blvd.,11000.0,Tournament Blvd,L,Murrells Inlet,Horry,SC,29576-7839,US,US/Eastern,KMYR,2020-07-27 08:56:00,83.0,83.0,79.0,30.05,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-211109,MapQuest,201.0,3,2016-10-11 07:23:38,2016-10-11 07:53:25,42.502293,-71.118759,,,0.0,Accident on 93 Northbound before 128.,,I-93 N,R,Reading,Middlesex,MA,01867,US,US/Eastern,KBVY,2016-10-11 06:53:00,37.0,,89.0,30.42,10.0,Calm,,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-323721,MapQuest,201.0,3,2017-02-03 13:44:16,2017-02-03 14:29:02,41.223785,-96.004433,,,0.01,Accident on I-80 Eastbound at Exit 450 60th St.,,I-80 W,R,Omaha,Douglas,NE,68106,US,US/Central,KMLE,2017-02-03 13:35:00,29.7,22.0,46.0,30.54,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3518687,Bing,,3,2020-06-24 09:57:10,2020-06-24 10:12:10,35.78082,-78.74861,35.78084,-78.74862,0.001,At Cary Towne/Farm Gate/Exit 291 - Accident.,,I-40 W,R,Raleigh,Wake,NC,27606,US,US/Eastern,KRDU,2020-06-24 09:51:00,79.0,79.0,60.0,29.49,10.0,N,8.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2274653,MapQuest,241.0,3,2018-03-26 08:17:36,2018-03-26 09:02:11,38.525612,-121.521439,,,0.0,Slow lane blocked due to accident on I-5 Northbound at Exit 515 Seamas Ave.,,Seamas Ave,R,Sacramento,Sacramento,CA,95822,US,US/Pacific,KSAC,2018-03-26 07:53:00,43.0,37.7,80.0,30.19,10.0,NNW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
