ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in),State_Name
A-628101,2,36.137032,-86.816963,Nashville,Davidson,TN,50,50,74,29.57,10,0,0,Tennessee
A-3377889,2,32.287301,-110.945276,Tucson,Pima,AZ,39,34,42,27.25,10,7,0,Arizona
A-1499782,2,40.294392,-83.068161,Delaware,Delaware,OH,25,25,86,29.35,10,0,0,Ohio
A-2963585,2,38.300517,-77.503577,Fredericksburg,Fredericksburg,VA,38,38,47,30.32,10,3,0,Virginia
A-681928,2,38.286205,-85.511833,Louisville,Jefferson,KY,73,73,81,29.38,10,5,0,Kentucky
A-1180418,2,25.73288,-80.318626,Miami,Miami-Dade,FL,86,86,48,29.91,10,7,0,Florida
A-1397641,2,37.756878,-122.403435,San Francisco,San Francisco,CA,56,56,77,29.81,9,12,0,California
A-3520843,3,40.37335,-80.04888,Pittsburgh,Allegheny,PA,64,64,80,28.66,10,5,0,Pennsylvania
A-3642733,2,38.45935,-121.405796,Sacramento,Sacramento,CA,46,43,79,30.07,10,6,0,California
A-2231093,2,41.791428,-87.723091,Chicago,Cook,IL,42.1,34.5,41,29.92,10,15,0,Illinois
A-3147973,2,25.73589,-80.319411,Miami,Miami-Dade,FL,84,84,72,29.92,10,18,0,Florida
A-3461665,2,40.03891,-76.29709,Lancaster,Lancaster,PA,63,63,84,29.29,10,5,0.04,Pennsylvania
A-942803,3,38.797703,-77.576828,Manassas,Prince William,VA,42,37,82,29.99,10,9,0.01,Virginia
A-653809,2,34.201237,-118.403732,North Hollywood,Los Angeles,CA,67,67,79,28.99,7,8,0,California
A-743171,2,39.971882,-83.076958,Columbus,Franklin,OH,70,70,100,28.97,10,5,0,Ohio
A-3716694,2,40.8428,-73.82559,Bronx,Bronx,NY,39,31,93,29.06,1,14,0.03,New York
A-1036799,2,37.508621,-77.463417,Richmond,Richmond City,VA,34,34,92,29.97,10,0,0,Virginia
A-654242,2,35.147175,-80.724228,Charlotte,Mecklenburg,NC,81,81,50,29.46,10,3,0,North Carolina
A-585799,2,30.41198,-84.260811,Tallahassee,Leon,FL,41,41,93,30.23,10,0,0,Florida
A-1022025,2,39.95575,-74.987808,Maple Shade,Burlington,NJ,34,30,82,30.17,7,5,0,New Jersey
A-1024960,2,35.78373,-80.89666,Statesville,Iredell,NC,43,38,58,28.83,10,10,0,North Carolina
A-1408073,2,38.914612,-104.827301,Colorado Springs,El Paso,CO,69,69,23,23.63,10,0,0,Colorado
A-1378116,2,29.753695,-95.457787,Houston,Harris,TX,82,82,82,30.05,10,10,0,Texas
A-3453817,1,33.37826,-111.9632,Tempe,Maricopa,AZ,97,97,14,28.72,10,7,0,Arizona
A-1496847,3,32.417637,-86.355873,Montgomery,Montgomery,AL,71,71,82,29.83,10,0,0,Alabama
A-4193184,4,41.89703,-87.6168,Chicago,Cook,IL,58,58,87,29.27,10,13,0,Illinois
A-1221080,2,32.296661,-80.947746,Okatie,Beaufort,SC,88,88,58,29.92,10,6,0,South Carolina
A-3108870,2,39.569159,-76.670376,Monkton,Baltimore County,MD,59,59,94,30.04,7,8,0,Maryland
A-996184,2,41.23122,-111.978638,Ogden,Weber,UT,27,22,96,25.68,3,5,0,Utah
A-2967310,2,32.297578,-110.982805,Tucson,Pima,AZ,51,51,40,27.24,10,9,0,Arizona
A-877695,2,33.76952,-79.020538,Conway,Horry,SC,68,68,78,29.8,10,8,0,South Carolina
A-1029524,3,33.873989,-118.010765,Buena Park,Orange,CA,41,41,47,29.97,10,0,0,California
A-4232167,2,39.437382,-76.375559,Joppa,Harford,MD,90,90,40,29.73,10,9,0,Maryland
A-3837230,4,42.79993,-84.45594,Bath,Clinton,MI,23,14,78,29.43,10,8,0,Michigan
A-3836911,2,35.367222,-119.041111,Bakersfield,Kern,CA,80,80,19,29.5,6,8,0,California
A-1383511,3,43.060654,-83.762344,Flint,Genesee,MI,82,82,41,29.2,10,5,0,Michigan
A-882797,3,28.690397,-81.388435,Longwood,Seminole,FL,45,42,90,30.14,10,6,0,Florida
A-1329465,2,32.642773,-96.840073,Dallas,Dallas,TX,86,86,65,29.29,10,6,0,Texas
A-3053284,2,35.75185,-78.570267,Raleigh,Wake,NC,62,62,80,29.68,10,8,0,North Carolina
A-3565674,2,40.74304,-73.19541,East Islip,Suffolk,NY,78,78,66,29.93,10,12,0,New York
A-1043756,2,39.4785,-84.711411,Oxford,Butler,OH,40,40,97,29.58,9,0,0,Ohio
A-1248206,2,42.966648,-83.704292,Flint,Genesee,MI,70,70,73,29.16,10,7,0,Michigan
A-2988055,2,42.993568,-76.746057,Seneca Falls,Seneca,NY,53,53,96,29.12,4,6,0.01,New York
A-652572,2,34.966831,-82.301849,Taylors,Greenville,SC,47,47,100,29.21,10,3,0,South Carolina
A-3073787,2,39.869438,-75.32852,Ridley Park,Delaware,PA,29,24,61,30.54,10,5,0,Pennsylvania
A-1228451,3,42.936768,-73.8041,Mechanicville,Saratoga,NY,69,69,90,29.66,3,6,0.12,New York
A-661115,2,41.417,-81.565987,Maple Heights,Cuyahoga,OH,50,50,83,29.46,10,8,0,Ohio
A-2982335,2,27.943409,-82.333634,Tampa,Hillsborough,FL,79,79,44,30.15,10,12,0,Florida
A-895971,2,32.391029,-93.780502,Shreveport,Caddo,LA,58,58,93,29.95,4,0,0,Louisiana
A-1238742,2,40.142521,-76.654831,Elizabethtown,Lancaster,PA,70,70,71,29.72,10,8,0,Pennsylvania
A-3238254,2,41.245111,-73.102415,Stratford,Fairfield,CT,50,50,89,30.1,5,8,0.05,Connecticut
A-1327005,2,35.443958,-97.601082,Oklahoma City,Oklahoma,OK,92,92,45,28.63,10,7,0,Oklahoma
A-3294317,2,33.608711,-93.803426,Fulton,Hempstead,AR,51,51,92,29.79,9,0,0,Arkansas
A-589252,2,34.482029,-82.641693,Anderson,Anderson,SC,58,58,27,29.42,10,6,0,South Carolina
A-3023164,2,32.380071,-95.33435,Tyler,Smith,TX,60,60,36,29.58,10,8,0,Texas
A-1235808,2,38.232738,-121.280258,Acampo,San Joaquin,CA,72,72,66,29.93,10,5,0,California
A-768649,3,42.321136,-71.719025,Shrewsbury,Worcester,MA,38,27,38,28.6,10,23,0,Massachusetts
A-710792,2,34.989681,-85.289818,Chattanooga,Hamilton,TN,81,81,79,29.18,7,7,0,Tennessee
A-1364057,2,26.735701,-80.056839,West Palm Beach,Palm Beach,FL,77,77,79,30.02,10,0,0,Florida
A-646568,2,36.210892,-119.233421,Tulare,Tulare,CA,72,72,55,29.65,10,0,0,California
A-1213697,3,33.960041,-118.280762,Los Angeles,Los Angeles,CA,77,77,64,29.94,10,8,0,California
A-1775270,3,40.825893,-73.859528,Bronx,Bronx,NY,37.9,27.9,57,30.11,10,19.6,0,New York
A-898821,2,40.750019,-124.14608,Eureka,Humboldt,CA,45,39,65,29.73,10,12,0,California
A-3282481,2,40.265372,-75.316959,Hatfield,Montgomery,PA,45,45,69,29.9,10,3,0,Pennsylvania
A-3539192,3,41.64503,-87.57859,Chicago,Cook,IL,81,81,89,28.91,10,16,0,Illinois
A-4164889,2,45.15609,-121.65447,Maupin,Wasco,OR,55,55,55,29.73,10,16,0,Oregon
A-965617,2,35.49324,-97.553818,Oklahoma City,Oklahoma,OK,48,43,29,29.05,10,13,0,Oklahoma
A-3340697,2,42.96108,-123.325357,Myrtle Creek,Douglas,OR,40,40,89,29.48,9,3,0,Oregon
A-1109828,3,44.061344,-123.084557,Eugene,Lane,OR,39,39,93,29.78,0.25,3,0,Oregon
A-3161205,2,35.839238,-78.675899,Raleigh,Wake,NC,76,76,91,29.54,6,8,0,North Carolina
A-1107669,2,39.959484,-75.181,Philadelphia,Philadelphia,PA,47,41,83,30,10,13,0,Pennsylvania
A-1389789,2,30.47184,-83.362137,Madison,Madison,FL,73,73,69,29.75,10,6,0,Florida
A-1438243,2,36.140629,-95.975609,Tulsa,Tulsa,OK,71,71,93,29.2,6,6,0,Oklahoma
A-3043329,2,42.970288,-73.801895,Ballston Spa,Saratoga,NY,32,27,75,29.64,15,5,0,New York
A-1501555,3,33.09544,-117.086105,Escondido,San Diego,CA,63,63,41,29.6,10,0,0,California
A-3842359,2,38.088285,-122.231856,Vallejo,Solano,CA,42,42,89,30.02,10,0,0,California
A-3237406,2,42.361746,-123.543219,Wilderville,Josephine,OR,47,40,93,26.1,10,16,0,Oregon
A-3120091,2,37.844507,-122.251304,Oakland,Alameda,CA,74,74,59,30,10,0,0,California
A-716738,2,35.151531,-89.966949,Memphis,Shelby,TN,67,67,76,29.69,10,5,0,Tennessee
A-3763403,2,34.239067,-119.125712,Oxnard,Ventura,CA,60,60,83,29.87,10,6,0,California
A-1207865,2,30.47134,-91.098846,Baton Rouge,East Baton Rouge,LA,93,93,44,30.03,10,6,0,Louisiana
A-591946,4,35.038055,-107.365891,Casa Blanca,Cibola,NM,91,91,6,23.82,10,7,0,New Mexico
A-3332099,2,38.369783,-121.957737,Vacaville,Solano,CA,56,56,42,30.13,10,5,0,California
A-3673446,2,33.931044,-118.368524,Los Angeles,Los Angeles,CA,62,62,18,29.79,10,5,0,California
A-3659314,2,36.85652,-76.27346,Norfolk,Norfolk,VA,61,61,90,29.62,5,16,0.04,Virginia
A-3473901,2,37.53287,-77.36235,Henrico,Henrico,VA,56,56,80,29.71,10,5,0.01,Virginia
A-3346648,2,37.319945,-121.901475,San Jose,Santa Clara,CA,46,46,56,30.08,10,3,0,California
A-1323164,2,39.772388,-75.658569,Hockessin,New Castle,DE,76,76,79,29.76,10,8,0,Delaware
A-681903,2,39.626965,-77.766586,Hagerstown,Washington,MD,95,95,34,29.22,10,5,0,Maryland
A-3334432,2,27.284113,-82.514088,Sarasota,Sarasota,FL,85,85,69,29.95,10,8,0,Florida
A-770824,2,28.22238,-82.690781,New Port Richey,Pasco,FL,88,88,26,30.04,10,12,0,Florida
A-549444,2,36.077061,-86.597153,Antioch,Davidson,TN,35,35,52,29.56,10,3,0,Tennessee
A-686034,3,34.020298,-118.192253,Los Angeles,Los Angeles,CA,78,78,54,29.63,10,6,0,California
A-1282135,3,33.761135,-118.024651,Westminster,Orange,CA,66,66,65,29.91,10,0,0,California
A-667474,3,28.581493,-81.374748,Orlando,Orange,FL,77,77,94,29.82,10,7,0,Florida
A-1115094,2,35.291428,-80.768707,Charlotte,Mecklenburg,NC,41,41,87,29.38,10,0,0,North Carolina
A-3639620,2,28.34709,-81.61722,Kissimmee,Osceola,FL,73,73,100,29.96,3,5,0,Florida
A-3936427,2,42.672907,-121.858198,Chiloquin,Klamath,OR,33.1,22.2,92,29.75,4,17.3,0,Oregon
A-989009,2,40.927509,-73.812294,Mount Vernon,Westchester,NY,39,33,86,29.69,10,8,0,New York
A-1066703,2,37.620667,-77.58445,Henrico,Henrico,VA,39,39,86,29.77,10,0,0,Virginia
A-3310749,2,40.634468,-111.828192,Salt Lake City,Salt Lake,UT,38,32,48,26.02,10,8,0,Utah
A-679783,3,40.70797,-74.247971,Union,Union,NJ,73,73,90,29.86,9,5,0,New Jersey
A-3779075,2,37.734134,-122.13955,Oakland,Alameda,CA,52,52,71,30.26,10,6,0,California
A-2968917,2,35.140773,-85.232104,Hixson,Hamilton,TN,57,57,72,29.48,10,3,0,Tennessee
A-831988,2,36.122581,-86.775818,Nashville,Davidson,TN,53,53,40,29.67,10,8,0,Tennessee
A-870543,2,34.97691,-81.988426,Spartanburg,Spartanburg,SC,50,50,54,29.22,10,8,0,South Carolina
A-888541,2,42.967258,-85.668953,Grand Rapids,Kent,MI,47,45,93,29.11,0.12,5,0,Michigan
A-876403,2,38.32222,-120.252769,Arnold,Calaveras,CA,63,63,26,27.75,10,0,0,California
A-1131163,2,35.841228,-78.678482,Raleigh,Wake,NC,41,41,82,29.41,10,3,0,North Carolina
A-1555835,3,39.771122,-76.667564,Shrewsbury,York,PA,30.9,27.5,100,30.12,1.2,3.5,0.04,Pennsylvania
A-679516,2,37.424992,-122.313843,Redwood City,San Mateo,CA,75,75,65,30,10,3,0,California
A-2733316,3,32.82129,-96.87032,Dallas,Dallas,TX,46,44.8,100,30.21,0.5,3.5,0,Texas
A-4214352,2,33.8559,-118.007153,Buena Park,Orange,CA,87,87,41,29.76,10,3,0,California
A-3571970,2,45.53565,-122.68576,Portland,Multnomah,OR,34,34,96,30.18,0.25,0,0,Oregon
A-999466,3,42.642406,-83.238251,Auburn Hills,Oakland,MI,32,23,73,28.81,10,13,0,Michigan
A-4220639,2,44.75693,-93.25302,Burnsville,Dakota,MN,91,91,55,28.94,10,16,0,Minnesota
A-4178892,2,38.34483,-122.00142,Vacaville,Solano,CA,61,61,81,29.78,10,5,0,California
A-3393831,2,30.40764,-91.101797,Baton Rouge,East Baton Rouge,LA,65,65,84,29.94,10,3,0,Louisiana
A-3093582,2,34.033638,-118.265644,Los Angeles,Los Angeles,CA,50,50,83,29.88,5,0,0,California
A-1085021,3,40.68956,-73.809013,Jamaica,Queens,NY,51,51,100,30.1,10,6,0,New York
A-3454529,2,34.02027,-117.33893,Colton,San Bernardino,CA,84,84,40,28.72,3,9,0,California
A-1363293,2,33.253815,-117.156044,Vista,San Diego,CA,63,63,81,29.59,10,0,0,California
A-3157762,2,29.808294,-95.492054,Houston,Harris,TX,75,75,94,29.86,2,8,0,Texas
A-855949,2,37.38306,-122.192757,Portola Valley,San Mateo,CA,57,57,77,30.06,10,3,0,California
A-3062569,2,28.091807,-82.739428,Palm Harbor,Pinellas,FL,76,76,94,29.65,2,23,0.07,Florida
A-3322556,2,25.785313,-80.215021,Miami,Miami-Dade,FL,74,74,57,30.1,10,15,0,Florida
A-1044908,2,30.409485,-97.648697,Austin,Travis,TX,63,63,78,29.39,10,3,0,Texas
A-971204,2,30.43433,-97.770126,Austin,Williamson,TX,50,50,68,29.25,10,6,0,Texas
A-1358340,2,34.736073,-86.593155,Huntsville,Madison,AL,87,87,56,29.21,10,8,0,Alabama
A-1318369,3,29.726938,-95.266808,Houston,Harris,TX,84,84,74,29.88,10,9,0,Texas
A-3018461,2,28.196749,-82.434235,Land O Lakes,Pasco,FL,73,73,57,30.1,10,6,0,Florida
A-800198,3,33.483788,-82.19944,Grovetown,Columbia,GA,84,84,67,29.51,10,0,0.01,Georgia
A-3736610,2,34.173645,-118.553468,Tarzana,Los Angeles,CA,55,55,72,29.21,10,0,0,California
A-2651634,2,29.948385,-90.083633,New Orleans,Orleans,LA,90,90,63,29.87,10,5,0,Louisiana
A-3057498,2,28.565865,-81.127763,Orlando,Orange,FL,79,79,77,29.94,10,16,0,Florida
A-1278392,3,26.188093,-80.151733,Fort Lauderdale,Broward,FL,87,87,65,30.1,10,16,0,Florida
A-3096718,2,33.936794,-118.368298,Inglewood,Los Angeles,CA,64,64,56,30.02,10,10,0,California
A-3745401,2,38.510322,-121.466862,Sacramento,Sacramento,CA,50,50,86,30.21,6,3,0,California
A-3575932,3,45.53399,-122.59244,Portland,Multnomah,OR,35,35,85,30.36,10,3,0,Oregon
A-4220433,4,42.46245,-83.22072,Southfield,Oakland,MI,64,64,59,29.34,10,0,0,Michigan
A-4235125,2,42.621663,-123.382976,Wolf Creek,Josephine,OR,67,67,59,26.27,10,0,0,Oregon
A-1360530,2,40.92149,-111.878967,Centerville,Davis,UT,71,71,49,25.69,10,7,0,Utah
A-630272,2,34.824131,-82.256317,Greenville,Greenville,SC,75,75,46,29.03,10,8,0,South Carolina
A-3356743,2,38.193444,-85.50849,Louisville,Jefferson,KY,67,67,79,29.42,10,5,0,Kentucky
A-1323753,3,25.929131,-80.205063,Miami,Miami-Dade,FL,79,79,88,29.93,10,0,0,Florida
A-2983448,2,40.246207,-120.458189,Milford,Lassen,CA,66,66,10,25.13,10,8,0,California
A-3171219,2,34.867693,-81.230042,Mc Connells,York,SC,41,41,57,29.58,10,0,0,South Carolina
A-3570974,3,42.34547,-87.92321,Libertyville,Lake,IL,65,65,28,29.23,10,20,0,Illinois
A-3399250,2,37.893684,-122.066867,Walnut Creek,Contra Costa,CA,67,67,70,29.97,10,7,0,California
A-3482750,3,38.87902,-77.25445,Fairfax,Fairfax County,VA,50,50,31,29.96,10,16,0,Virginia
A-4227877,2,47.64259,-122.31911,Seattle,King,WA,60,60,69,30.03,10,7,0,Washington
A-569882,3,34.036812,-118.317719,Los Angeles,Los Angeles,CA,84,84,13,29.85,10,0,0,California
A-3845266,2,33.12607,-117.324251,Carlsbad,San Diego,CA,58,58,90,29.69,3,0,0,California
A-3578471,2,34.08617,-118.21521,Los Angeles,Los Angeles,CA,57,57,81,29.73,5,0,0.01,California
A-3853226,4,47.544573,-122.264086,Seattle,King,WA,58,58,84,29.73,10,6,0,Washington
A-2958082,2,41.152219,-77.469731,Lock Haven,Clinton,PA,45,45,86,29.4,10,0,0,Pennsylvania
A-1156643,3,29.02562,-82.157555,Ocala,Marion,FL,68,68,78,30,10,6,0,Florida
A-3769478,2,41.06214,-111.5448,Morgan,Morgan,UT,34,29,76,25.22,10,6,0,Utah
A-3845141,2,45.53374,-122.59293,Portland,Multnomah,OR,45,45,86,30.03,10,3,0,Oregon
A-525666,2,34.376083,-119.477478,Carpinteria,Santa Barbara,CA,36,36,73,30.16,10,0,0,California
A-1023114,2,42.153751,-88.02861,Palatine,Cook,IL,26,19,78,29.47,10,6,0,Illinois
A-848658,2,43.192989,-77.62159,Rochester,Monroe,NY,44,40,85,29.36,8,7,0.02,New York
A-1450170,2,36.197632,-86.837471,Nashville,Davidson,TN,47,47,61,29.67,9,0,0,Tennessee
A-3040964,2,33.911047,-118.23388,Compton,Los Angeles,CA,58,58,16,30.23,10,0,0,California
A-1020066,2,42.817009,-73.730553,Cohoes,Albany,NY,45,41,90,28.83,0.25,7,0,New York
A-1303425,2,29.621317,-98.513168,San Antonio,Bexar,TX,95,95,34,29.13,10,9,0,Texas
A-1119540,2,39.957649,-104.984444,Broomfield,Adams,CO,19,19,87,25.05,10,0,0,Colorado
A-596380,3,33.922432,-84.484856,Marietta,Cobb,GA,77,77,83,29.05,7,7,0,Georgia
A-592592,2,34.766392,-82.277763,Simpsonville,Greenville,SC,79,79,44,28.97,10,5,0,South Carolina
A-3376091,2,45.502785,-122.674123,Portland,Multnomah,OR,48,42,68,29.82,10,15,0,Oregon
A-4216487,2,47.60927,-122.33894,Seattle,King,WA,68,68,56,30.08,10,7,0,Washington
A-3511375,3,39.08759,-77.07974,Silver Spring,Montgomery,MD,74,74,68,29.46,10,12,0,Maryland
A-4215307,3,33.006698,-96.971527,Lewisville,Denton,TX,77,77,82,29.33,10,14,0,Texas
A-1600104,3,35.179501,-80.885033,Charlotte,Mecklenburg,NC,37.9,30.9,89,30.32,2.5,10.4,0.03,North Carolina
A-3800048,2,40.83325,-111.91574,North Salt Lake,Davis,UT,36,28,44,26.09,10,10,0,Utah
A-4174378,2,43.03877,-76.14205,Syracuse,Onondaga,NY,60,60,55,29.69,10,14,0,New York
A-3381117,2,26.582868,-81.871796,Fort Myers,Lee,FL,62,62,84,30.13,10,6,0,Florida
A-3413714,2,33.928659,-81.058025,West Columbia,Lexington,SC,49,45,50,29.89,10,8,0,South Carolina
A-3697626,2,33.78948,-117.887874,Orange,Orange,CA,58,58,72,30.13,10,5,0,California
A-3515406,2,43.20444,-77.66092,Rochester,Monroe,NY,75,75,79,29.03,10,5,0.02,New York
A-3408973,2,40.079808,-122.216445,Red Bluff,Tehama,CA,62,62,31,29.92,10,18,0,California
A-4209162,2,37.341023,-122.270962,Redwood City,San Mateo,CA,66,66,78,29.85,10,0,0,California
A-3391000,2,28.258651,-82.698983,New Port Richey,Pasco,FL,76,76,71,29.88,10,15,0,Florida
A-1082432,3,32.811058,-96.849602,Dallas,Dallas,TX,47,40,90,29.57,2,18,0.01,Texas
A-4207789,2,46.09727,-123.038083,Rainier,Columbia,OR,67,67,68,29.93,10,10,0,Oregon
A-2954410,2,27.940109,-82.476135,Tampa,Hillsborough,FL,77,77,54,30.27,10,7,0,Florida
A-4164954,4,34.1939,-118.500815,Van Nuys,Los Angeles,CA,56,56,75,29.22,10,3,0,California
A-1397076,3,32.71006,-96.830269,Dallas,Dallas,TX,64,64,100,29.08,1,6,0,Texas
A-4203830,2,38.828117,-77.155184,Alexandria,Fairfax County,VA,76,76,62,29.89,10,6,0,Virginia
A-3859373,2,45.47037,-122.68532,Portland,Multnomah,OR,67,67,73,30.26,10,3,0,Oregon
A-3554345,2,33.981124,-117.973023,Hacienda Heights,Los Angeles,CA,75,75,51,29.8,10,8,0,California
A-4089678,2,43.13079,-71.88446,Hillsborough,Hillsborough,NH,16,3.6,88,29.65,0.2,10.4,0.04,New Hampshire
A-1109566,2,29.883114,-95.197807,Houston,Harris,TX,65,65,90,29.98,2,9,0.14,Texas
A-3011402,2,41.257521,-73.205439,Trumbull,Fairfield,CT,63,63,77,29.61,10,37,0.01,Connecticut
A-1345800,2,42.74527,-84.508278,Lansing,Ingham,MI,66,66,96,28.96,3,12,0.01,Michigan
A-904551,3,43.052883,-77.647011,Henrietta,Monroe,NY,20,6,74,29.39,2,16,0,New York
A-1011034,3,31.32362,-89.353249,Hattiesburg,Lamar,MS,47,41,90,30.06,10,15,0,Mississippi
A-3693026,2,38.56212,-121.48688,Sacramento,Sacramento,CA,48,48,71,30.28,10,3,0,California
A-2372109,2,39.696766,-105.018059,Denver,Denver,CO,18,6.1,92,30.38,3,10.4,0,Colorado
A-2969115,2,35.354185,-118.949719,Bakersfield,Kern,CA,72,72,34,29.39,10,0,0,California
A-583397,2,40.003761,-75.708344,Downingtown,Chester,PA,45,45,100,29.72,0,0,0,Pennsylvania
A-697398,3,40.824608,-73.874992,Bronx,Bronx,NY,88,88,40,29.95,10,12,0,New York
A-1159123,2,33.386669,-111.957825,Tempe,Maricopa,AZ,71,71,49,28.58,10,0,0,Arizona
A-4188445,2,39.75347,-86.159,Indianapolis,Marion,IN,65,65,93,29.22,10,12,0.16,Indiana
A-3006591,2,33.596342,-112.151446,Glendale,Maricopa,AZ,46,44,60,29.06,10,6,0,Arizona
A-1257414,3,39.514172,-119.92617,Reno,Washoe,NV,62,62,50,25.63,10,5,0,Nevada
A-1122807,2,39.738224,-121.821808,Chico,Butte,CA,66,66,40,29.7,10,6,0,California
A-1370290,3,35.351738,-119.331306,Bakersfield,Kern,CA,86,86,25,29.26,10,13,0,California
A-724459,2,34.17234,-80.968323,Blythewood,Richland,SC,72,72,94,29.36,10,0,0,South Carolina
A-922847,2,39.718891,-104.974068,Denver,Denver,CO,28,28,68,24.35,10,0,0,Colorado
A-645824,3,42.37075,-87.896217,Gurnee,Lake,IL,45,45,44,29.26,10,0,0,Illinois
A-922959,2,32.286831,-110.995087,Tucson,Pima,AZ,46,41,48,27.12,10,8,0,Arizona
A-3024559,2,45.010889,-93.08955,Saint Paul,Ramsey,MN,21,9,71,29.35,10,13,0,Minnesota
A-662966,2,40.626991,-74.304329,Clark,Union,NJ,58,58,60,30.11,10,3,0,New Jersey
A-663909,2,30.205811,-92.040779,Lafayette,Lafayette,LA,70,70,84,29.96,10,5,0,Louisiana
A-699596,2,32.778469,-96.91642,Dallas,Dallas,TX,82,82,74,29.48,10,3,0,Texas
A-949840,2,39.015896,-77.016586,Silver Spring,Montgomery,MD,43,43,91,29.68,7,0,0,Maryland
A-1409242,2,35.193329,-80.919624,Charlotte,Mecklenburg,NC,79,79,45,29.14,10,10,0,North Carolina
A-2990890,2,25.942405,-80.121316,Sunny Isles Beach,Miami-Dade,FL,77,77,64,30.11,10,21,0,Florida
A-1266236,2,38.638546,-90.447144,Saint Louis,St. Louis County,MO,83,83,54,29.33,10,10,0,Missouri
A-3252594,2,36.094054,-75.739015,Kitty Hawk,Dare,NC,70,70,92,30.2,10,0,0,North Carolina
A-1399584,3,35.154121,-89.887108,Memphis,Shelby,TN,63,63,93,29.64,7,10,0,Tennessee
A-909273,3,39.811001,-86.176003,Indianapolis,Marion,IN,33,26,54,29.35,10,8,0,Indiana
A-911148,2,42.404896,-83.140335,Detroit,Wayne,MI,35,28,78,29.4,6,9,0,Michigan
A-525398,2,35.153339,-85.248863,Hixson,Hamilton,TN,50,50,83,29.26,10,0,0,Tennessee
A-801130,3,40.370434,-78.436028,Duncansville,Blair,PA,80,80,32,28.3,10,13,0,Pennsylvania
A-3283789,2,47.834626,-122.210702,Bothell,Snohomish,WA,62,62,78,29.37,10,28,0,Washington
A-3103842,2,32.759791,-96.809238,Dallas,Dallas,TX,43,39,82,29.3,10,6,0,Texas
A-4196371,2,35.14956,-90.13512,West Memphis,Crittenden,AR,72,72,100,29.55,4,13,0.06,Arkansas
A-1359311,2,37.49379,-77.560181,North Chesterfield,Chesterfield,VA,79,79,74,29.74,10,6,0,Virginia
A-3473418,2,39.70401,-86.09977,Indianapolis,Marion,IN,49,45,59,29.01,10,10,0,Indiana
A-955801,3,42.381771,-83.412102,Livonia,Wayne,MI,33,25,89,29.31,3,9,0,Michigan
A-1464547,3,37.606998,-122.066048,Hayward,Alameda,CA,55,55,59,30.27,10,8,0,California
A-3054577,2,27.322645,-80.374252,Port Saint Lucie,St. Lucie,FL,84,84,70,29.91,10,5,0,Florida
A-1151347,2,38.909641,-77.036522,Washington,District of Columbia,DC,57,57,83,29.64,10,22,0,District Of Columbia
A-3004730,2,30.19676,-97.628607,Del Valle,Travis,TX,60,60,51,29.59,10,6,0,Texas
A-3003649,2,40.24735,-75.243827,Montgomeryville,Montgomery,PA,41,38,66,29.87,10,5,0,Pennsylvania
A-3680486,2,45.10586,-122.92643,Gervais,Marion,OR,46,39,86,29.59,10,17,0.03,Oregon
A-1154813,3,43.61356,-93.341194,Albert Lea,Freeborn,MN,30,20,100,28.8,1,14,0.01,Minnesota
A-599617,2,29.721951,-95.513939,Houston,Harris,TX,77,77,79,30.03,10,12,0,Texas
A-1343680,3,32.31126,-86.337212,Montgomery,Montgomery,AL,77,77,94,29.59,10,3,0,Alabama
A-1314862,2,42.35891,-71.052261,Boston,Suffolk,MA,83,83,37,29.65,10,10,0,Massachusetts
A-3673130,2,38.057425,-121.261317,Lodi,San Joaquin,CA,49,46,66,30.01,10,7,0,California
A-1479980,3,35.107178,-106.703621,Albuquerque,Bernalillo,NM,68,68,18,24.32,10,17,0,New Mexico
A-542893,2,42.548512,-71.260292,Billerica,Middlesex,MA,28,21,69,29.61,10,7,0,Massachusetts
A-3377068,2,37.301086,-120.49384,Merced,Merced,CA,43,43,74,29.98,4,3,0,California
A-1327327,2,29.71533,-95.396446,Houston,Harris,TX,84,84,84,29.93,9,7,0,Texas
A-576149,2,33.779079,-117.878731,Orange,Orange,CA,49,49,66,29.95,10,0,0,California
A-3931063,2,41.99559,-87.87433,Des Plaines,Cook,IL,26.1,14.5,92,29.69,1,13.8,0.01,Illinois
A-3402150,2,25.774044,-80.320664,Miami,Miami-Dade,FL,88,88,67,29.94,10,10,0,Florida
A-1422601,3,34.035736,-118.370697,Los Angeles,Los Angeles,CA,65,65,52,29.53,10,12,0,California
A-518128,3,41.881905,-87.646156,Chicago,Cook,IL,28,21,72,29.2,10,7,0,Illinois
A-3257391,2,33.910586,-117.449432,Riverside,Riverside,CA,57,57,11,29.39,10,9,0,California
A-1320988,2,40.698933,-73.519287,Wantagh,Nassau,NY,77,77,62,29.76,10,14,0,New York
A-780922,3,37.415863,-77.427086,Richmond,Chesterfield,VA,63,63,100,29.89,3,12,0,Virginia
A-2982369,2,39.159394,-122.895326,Upper Lake,Lake,CA,34,34,85,29.43,10,0,0,California
A-3297237,2,34.760635,-92.309479,Little Rock,Pulaski,AR,52,52,63,29.71,10,15,0,Arkansas
A-671726,2,44.545071,-93.849541,Belle Plaine,Scott,MN,60,60,96,28.62,10,5,0,Minnesota
