ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-112206,MapQuest,201,2,04-06-2016 19:55,04-06-2016 20:25,33.993885,-118.069824,,,0,Accident on Pioneer Blvd Eastbound at I-605.,,Whittier Blvd,R,Whittier,Los Angeles,CA,90606,US,US/Pacific,KEMT,04-06-2016 19:45,75.2,,47,29.92,10,SSW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4080011,Bing,,2,09-02-2018 08:11,09-02-2018 14:11,41.7404,-87.6251,41.73228,-87.62488,0.561,At 87th St/Exit 61B - Accident.,,Dan Ryan Expy S,R,Chicago,Cook,IL,60620,US,US/Central,KMDW,09-02-2018 07:53,27,18,92,30.18,0.8,NE,9.2,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-922562,MapQuest,201,2,29-01-2020 16:09,29-01-2020 17:29,30.41938,-91.096611,,,0,Accident on LA-73 Jefferson Hwy at LA-3064 Essen Ln.,3300,Essen Ln,R,Baton Rouge,East Baton Rouge,LA,70809-2109,US,US/Central,KBTR,29-01-2020 15:53,53,53,89,29.84,8,WNW,10,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1792043,MapQuest,201,2,30-09-2018 11:58,30-09-2018 12:28,33.002853,-96.795761,,,0,Accident on TX-289 Preston Rd Northbound at Bentwood Trl.,18534,Preston Rd,R,Dallas,Collin,TX,75252,US,US/Central,KADS,30-09-2018 11:58,77,,74,30.17,10,ESE,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-150544,MapQuest,247,3,31-10-2016 11:21,31-10-2016 11:50,33.890293,-84.460991,,,0.01,Delays due to accident on I-75 Southbound near I-285.,,I-75 S,R,Atlanta,Cobb,GA,30339,US,US/Eastern,KMGE,31-10-2016 10:58,75.6,,48,30.14,10,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-390483,MapQuest,245,3,14-03-2017 07:38,14-03-2017 08:07,32.781487,-97.320328,,,0.01,Two lanes blocked due to accident on I-35W Northbound at Exit 53 Northside Dr.,,E Northside Dr,R,Fort Worth,Tarrant,TX,76111,US,US/Central,KFWD,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1476458,MapQuest,201,2,17-04-2019 21:37,17-04-2019 23:27,35.807701,-78.624634,,,0,Accident on Whitaker Mill Rd at Wake Forest Rd.,942,E Whitaker Mill Rd,R,Raleigh,Wake,NC,27608-2738,US,US/Eastern,KRDU,17-04-2019 21:51,69,69,53,29.58,10,SSW,6,0,Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-2541411,MapQuest,201,3,11-10-2017 07:45,11-10-2017 08:14,42.3955,-82.989044,,,0,Left lane blocked due to accident on I-94 Westbound at Exit 220B Conner St.,,Edsel Ford Fwy E,R,Detroit,Wayne,MI,48213,US,US/Eastern,KDET,11-10-2017 07:50,53.6,,94,30.07,5,NNE,10.4,0.19,Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3070549,Bing,,2,07-12-2020 06:06,07-12-2020 09:05,33.801251,-117.129561,33.801023,-117.128514,0.062,1039 LAWLERS TRIPLE L 951-780-4600,30432, Nuevo Rd,R,Nuevo,Riverside,CA,92567-9734,US,US/Pacific,KRIV,07-12-2020 05:58,45,45,30,28.37,10,CALM,0,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-137342,MapQuest,201,2,15-08-2016 06:45,15-08-2016 07:15,27.462393,-82.57122,,,0,Accident on US-41 Cortez Rd at 9th St.,,9th St W,R,Bradenton,Manatee,FL,34207,US,US/Eastern,KSRQ,15-08-2016 06:53,79,,88,30.08,10,East,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-777187,MapQuest,201,2,18-05-2020 10:58,18-05-2020 12:16,36.159531,-95.990143,,,0,Accident on Detroit Ave at Brady St.,154,N Detroit Ave,L,Tulsa,Tulsa,OK,74120-1810,US,US/Central,KTUL,18-05-2020 10:53,68,68,59,29.24,10,NW,12,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-505315,MapQuest,201,2,28-07-2017 08:13,28-07-2017 08:43,40.932594,-73.870956,,,0,Right hand shoulder blocked due to accident on Cross County Pkwy Westbound at Exit 3 Midland Ave.,,Yonkers Ave,R,Yonkers,Westchester,NY,10701,US,US/Eastern,KLGA,28-07-2017 08:18,72,,97,29.86,1.5,NE,9.2,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-709342,MapQuest,201,3,30-07-2020 14:15,30-07-2020 15:24,32.482758,-84.939392,,,0,Right lane blocked due to accident on I-185 Southbound at Exit 6 GA-22-SPUR Macon Rd.,,GA-411 N,R,Columbus,Muscogee,GA,31907,US,US/Eastern,KCSG,30-07-2020 13:51,89,89,61,29.57,10,WNW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-432114,MapQuest,201,2,19-04-2017 17:30,19-04-2017 17:59,29.718128,-95.557549,,,0.01,Right hand shoulder blocked due to accident on Westpark Tollway Eastbound after TX-8.,,W Sam Houston Tollway S,R,Houston,Harris,TX,77042,US,US/Central,KMCJ,19-04-2017 17:35,80.6,,54,29.99,10,SSE,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1021951,MapQuest,201,2,16-12-2019 07:27,16-12-2019 08:12,39.868141,-75.102379,,,0,Left hand shoulder closed due to accident on NJ-42 Northbound at NJ-42 Exit 1B / I-295 .,,I-295 S,R,Bellmawr,Camden,NJ,8031,US,US/Eastern,KPHL,16-12-2019 07:54,36,36,57,30.22,10,CALM,0,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2490067,MapQuest,201,2,15-11-2017 16:41,15-11-2017 17:26,40.873089,-73.953438,,,0,Accident on US-9W Sylvan Ave at Charlotte Pl.,98,Charlotte Pl,L,Englewood Cliffs,Bergen,NJ,07632-2704,US,US/Eastern,KTEB,15-11-2017 16:51,50,,57,30.15,10,South,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-1196710,MapQuest,201,2,04-09-2019 07:35,04-09-2019 08:35,35.18092,-89.975212,,,0,Accident on Hollywood St at Heard Ave.,2454,Heard Ave,L,Memphis,Shelby,TN,38108-1530,US,US/Central,KMEM,04-09-2019 07:54,80,80,76,29.71,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4003576,Bing,,2,25-09-2018 08:43,25-09-2018 12:43,44.091806,-123.09982,44.091812,-123.099834,0.001,At Delta Hwy - Accident.,,Randy Papï¿½ Beltline E,R,Eugene,Lane,OR,97401,US,US/Pacific,KEUG,25-09-2018 08:54,53.1,,71,30.17,10,North,5.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3417930,Bing,,2,30-11-2020 03:12,30-11-2020 05:13,33.88014,-117.565256,33.880434,-117.568146,0.167,Incident on CA-91 WB near MAIN ST Drive with caution.,,Corona Fwy N,R,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,30-11-2020 02:56,39,39,70,29.57,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2130931,MapQuest,201,2,16-05-2018 18:28,16-05-2018 19:12,35.941971,-84.060585,,,0,Accident on TN-169 Middlebrook Pike at Landmark Dr.,8399,Landmark Dr,L,Knoxville,Knox,TN,37923-1814,US,US/Eastern,KTYS,16-05-2018 18:53,78.1,,60,29.85,10,NNE,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1157021,MapQuest,201,3,30-11-2019 10:32,30-11-2019 11:32,39.316978,-120.614441,,,0,Accident on I-80 Westbound at Exit 160 Crystal Lake Rd.,,I-80 W,R,Soda Springs,Nevada,CA,95728,US,US/Pacific,KBLU,30-11-2019 10:52,29,24,61,24.7,10,VAR,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-392150,MapQuest,201,2,21-03-2017 18:10,21-03-2017 18:39,32.719543,-96.65947,,,0.01,Accident on Elam Rd at Buttercup Ln.,9398,Elam Rd,L,Dallas,Dallas,TX,75217-4153,US,US/Central,KHQZ,21-03-2017 17:50,82.4,,39,29.98,10,South,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-785265,MapQuest,201,3,04-06-2020 15:34,04-06-2020 16:03,34.432735,-118.590256,,,0,Lane blocked due to accident on I-5 Southbound at Exit 171 The Old Rd.,,Golden State Fwy S,R,Valencia,Los Angeles,CA,91355,US,US/Pacific,K3A6,04-06-2020 15:51,80,80,47,28.96,10,S,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2882899,Bing,,2,13-03-2017 15:55,13-03-2017 21:55,35.16628,-80.88909,35.15924,-80.89139,0.503,At Tyvola Rd/Exit 5 - Accident.,,I-77 S,R,Charlotte,Mecklenburg,NC,28217,US,US/Eastern,KCLT,13-03-2017 15:52,39.9,34.5,79,30.15,10,North,8.1,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2102842,MapQuest,201,2,02-05-2018 09:36,02-05-2018 10:06,29.810663,-95.459076,,,0,Accident on Mangum Rd at US-290 Northwest Fwy.,,Mangum Rd,R,Houston,Harris,TX,77092,US,US/Central,KMCJ,02-05-2018 09:35,77,,83,30.06,7,SE,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2785716,Bing,,2,07-10-2016 16:33,07-10-2016 22:33,38.88366,-77.22654,38.88706,-77.2173,0.55,At I-495/Exit 64 - Accident.,,I-66 E,R,Vienna,Fairfax County,VA,22180,US,US/Eastern,KIAD,07-10-2016 16:52,69.1,,75,30.17,10,ENE,6.9,,Mostly Cloudy,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-347498,MapQuest,201,3,06-03-2017 17:04,06-03-2017 17:33,32.697048,-117.136925,,,0.01,#1 lane blocked due to accident on I-5 Southbound after Exit 13B 28th St.,,John J Montgomery Fwy S,R,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,06-03-2017 16:51,59,,41,30.17,10,NW,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-776811,MapQuest,201,3,18-05-2020 12:21,18-05-2020 13:54,33.912086,-84.379356,,,0,Right lane blocked due to accident on I-285 Eastbound at Exit 25 US-19 Roswell Rd.,,GA-407 E,R,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,18-05-2020 11:53,75,75,79,28.82,10,S,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3355397,Bing,,2,28-12-2020 09:03,28-12-2020 10:42,33.775759,-118.279849,33.782599,-118.280549,0.474,Incident on I-110 NB near ANAHEIM ST Drive with caution.,,Harbor Fwy N,R,Wilmington,Los Angeles,CA,90744,US,US/Pacific,KTOA,28-12-2020 08:54,50,50,100,29.81,6,VAR,5,,Mist,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-860880,MapQuest,241,3,16-04-2020 15:56,16-04-2020 17:55,26.392832,-80.095291,,,0,Right lane blocked due to accident on I-95 Northbound after Exits 48A 48B 48B-A FL-794 Yamato Rd.,,I-95 S,R,Boca Raton,Palm Beach,FL,33431,US,US/Eastern,KBCT,16-04-2020 15:53,79,79,82,30,10,NNE,16,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1941068,MapQuest,201,3,09-08-2018 15:39,09-08-2018 16:09,47.289536,-122.306915,,,0,HOV lane blocked due to accident on I-5 Southbound before Exits 142A 142B WA-18.,,WA-18 E,R,Federal Way,King,WA,98003,US,US/Pacific,KSEA,09-08-2018 15:53,91,,25,29.96,10,Variable,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-954477,MapQuest,201,3,14-02-2020 17:35,14-02-2020 18:05,33.996487,-118.280479,,,0,Lane blocked due to accident on I-110 Northbound at Exit 18B Olive St.,380,W 51st St,L,Los Angeles,Los Angeles,CA,90037-3817,US,US/Pacific,KCQT,14-02-2020 17:52,61,61,60,29.86,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-423693,MapQuest,201,2,18-04-2017 14:45,18-04-2017 15:30,39.787258,-84.225693,,,0.01,Accident on Catalpa Dr at Fairview Ave.,901,W Fairview Ave,R,Dayton,Montgomery,OH,45406-2807,US,US/Eastern,KDAY,18-04-2017 14:56,73.9,,27,30.18,10,SSE,13.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3561897,Bing,,3,18-06-2020 16:26,18-06-2020 16:56,37.54018,-122.01782,37.54393,-122.02068,0.303,At CA-84/Thornton Ave - Accident. Two lanes blocked. on the right.,,I-880 N,R,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,18-06-2020 15:47,84,84,35,29.85,10,NNW,14,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2926157,Bing,,2,24-05-2017 07:09,24-05-2017 13:09,36.85942,-121.694191,36.859358,-121.694816,0.035,At CR-G11/San Juan Rd - Accident.,984, San Miguel Canyon Rd,L,Royal Oaks,Santa Cruz,CA,95076-9063,US,US/Pacific,KWVI,24-05-2017 07:07,51.1,,100,29.9,6,SSW,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1607255,MapQuest,201,3,23-02-2019 15:30,23-02-2019 16:00,36.818993,-76.432396,,,0,Left lane blocked due to accident on I-664 Hampton Roads Bltwy Southbound at Exits 11A 11B VA-337 Portsmouth Blvd.,,I-664 N,R,Chesapeake,Chesapeake,VA,23321,US,US/Eastern,KPVG,23-02-2019 15:56,44.1,40.1,96,30.21,3,NE,6.9,0.1,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3440782,Bing,,2,29-09-2020 00:49,29-09-2020 02:08,34.007288,-118.281222,34.000308,-118.281022,0.482,Incident on I-110 SB near W VERNON AVE Drive with caution.,,Harbor Fwy S,R,Los Angeles,Los Angeles,CA,90037,US,US/Pacific,KCQT,29-09-2020 00:52,68,68,87,29.76,5,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1432848,MapQuest,241,2,29-05-2019 12:27,29-05-2019 13:29,26.146099,-80.339638,,,0,Lane blocked due to accident on Sawgrass Corporate Pkwy Southbound at FL-838 Sunrise Blvd.,14773,W Sunrise Blvd,L,Fort Lauderdale,Broward,FL,33323,US,US/Eastern,KFXE,29-05-2019 12:53,88,88,55,29.97,10,ESE,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1256480,MapQuest,241,2,05-07-2019 12:25,05-07-2019 13:42,26.273512,-80.296867,,,0,2 right lane blocked due to accident on FL-869 Sawgrass Expy Southbound at Exit 11 FL-834 Sample Rd.,,Sawgrass Expy,R,Coral Springs,Broward,FL,33065,US,US/Eastern,KFXE,05-07-2019 12:53,84,84,82,30.1,10,ESE,8,0.1,Thunder in the Vicinity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2207785,MapQuest,201,2,23-04-2018 13:50,23-04-2018 14:20,29.658628,-95.336533,,,0,Accident on Reed Rd at Martin Luther King Jr Blvd.,,Reed Rd,R,Houston,Harris,TX,77033,US,US/Central,KHOU,23-04-2018 13:53,77,,39,30.05,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-41718,MapQuest,201,2,09-06-2016 14:19,09-06-2016 15:19,38.461861,-121.236931,,,0,Accident on Sloughhouse Rd at Farm Rd.,8146,Sloughhouse Rd,L,Elk Grove,Sacramento,CA,95624-9640,US,US/Pacific,KSAC,09-06-2016 13:53,77,,45,29.89,10,SW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-560276,MapQuest,201,2,21-11-2020 18:50,21-11-2020 19:19,41.197468,-73.807022,,,0,Left lane blocked due to accident on Taconic State Pkwy Northbound at Exit 9 Pinesbridge Rd.,,Taconic State Pkwy N,R,Ossining,Westchester,NY,10562,US,US/Eastern,KHPN,21-11-2020 18:56,52,52,53,29.89,10,NW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2971925,Bing,,2,07-12-2020 10:54,08-12-2020 02:13,28.259218,-81.439736,28.260514,-81.436261,0.23,Stationary traffic on US-92 E - US-17 N from CR-535/Broad St/Ham Brown Rd (US-92/US-17) to Pleasant Hill Rd (US-92/US-17) due to accident.,3400, Wynn Ln,R,Kissimmee,Osceola,FL,34746-3921,US,US/Eastern,KISM,07-12-2020 10:56,59,59,90,29.8,10,NNW,8,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1824763,MapQuest,201,2,16-10-2018 09:51,16-10-2018 10:21,35.838589,-78.324661,,,0,Accident on NC-96 Arendell Ave at Pearces Rd.,101,Pearces Rd,L,Zebulon,Wake,NC,27597-7996,US,US/Eastern,KLHZ,16-10-2018 10:00,68,,94,30.2,10,North,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1069230,MapQuest,201,2,19-10-2019 10:16,19-10-2019 11:46,33.935261,-118.309059,,,0,Accident on 110th St Westbound at Western Ave.,11001,S Western Ave,L,Los Angeles,Los Angeles,CA,90047-4844,US,US/Pacific,KHHR,19-10-2019 10:15,69,69,61,29.88,10,S,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3132346,Bing,,2,26-09-2020 18:21,26-09-2020 21:56,39.098787,-94.605512,39.096211,-94.591542,0.77,Stationary traffic on I-670 from Central Ave/Exit 1A (I-670) to I-35/Exit 2T (I-670) due to accident.,,I-670 E,R,Kansas City,Jackson,MO,64102,US,US/Central,KNKA,26-09-2020 17:54,86,86,40,28.87,10,SSW,22,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1961765,MapQuest,201,2,20-08-2018 15:53,20-08-2018 16:23,37.735455,-118.970703,,,0,Right hand shoulder blocked due to accident on US-395 Northbound at Owens River Rd.,,Owens River Rd,R,Mammoth Lakes,Mono,CA,93546,US,US/Pacific,KMMH,20-08-2018 15:55,83.3,,13,30.19,10,West,15,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2426602,MapQuest,201,2,12-12-2017 18:02,12-12-2017 18:31,35.807884,-78.624878,,,0,Accident on Wake Forest Rd at Whitaker Mill Rd.,2001,Wake Forest Rd,L,Raleigh,Wake,NC,27608-2733,US,US/Eastern,KRDU,12-12-2017 17:51,48,,42,29.65,10,WNW,13.8,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3352629,Bing,,2,31-12-2020 01:38,31-12-2020 04:00,38.15519,-121.676441,38.154507,-121.675028,0.09,Incident on CA-12 near CA-160 Drive with caution.,20100, State Highway 12,R,Isleton,Sacramento,CA,95641-9602,US,US/Pacific,KSUU,31-12-2020 01:58,46,41,99,30.1,10,WSW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-1296567,MapQuest,201,2,29-07-2019 13:39,29-07-2019 14:53,35.223824,-80.743011,,,0,Accident on Hickory Grove Rd at Shamrock Dr.,5120,Hickory Grove Rd,R,Charlotte,Mecklenburg,NC,28215-4112,US,US/Eastern,KJQF,29-07-2019 13:50,90,90,31,29.37,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2495589,MapQuest,201,3,17-11-2017 18:02,17-11-2017 18:32,34.961025,-82.053238,,,0,Accident on I-85 Southbound at Exit 68 SC-129 Fort Prince Blvd.,,Fort Prince Blvd,R,Wellford,Spartanburg,SC,29385,US,US/Eastern,KGSP,17-11-2017 17:53,52,,57,30.12,10,SSE,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3958772,Bing,,3,05-11-2018 09:47,05-11-2018 10:17,38.79647,-77.13546,38.79589,-77.13908,0.199,At VA-613/Van Dorn St/Exit 173 - Accident. Left lane blocked.,5698, S Van Dorn St,R,Alexandria,Fairfax,VA,22310-1021,US,US/Eastern,KDAA,05-11-2018 09:46,51.8,,100,30.21,5,NW,8.1,,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-611657,MapQuest,201,2,21-09-2020 05:40,21-09-2020 07:31,32.536919,-93.770401,,,0,Accident on Hearne Ave at US-71.,1600,N Hearne Ave,L,Shreveport,Caddo,LA,71107-7111,US,US/Central,KDTN,21-09-2020 05:53,73,73,64,29.88,10,NE,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Day
A-637422,MapQuest,241,3,09-10-2020 13:42,09-10-2020 14:26,32.759415,-97.108711,,,0,One lane blocked due to accident on I-30 Westbound at Cooper St.,,Interstate 30 Service Rd,R,Arlington,Tarrant,TX,76011,US,US/Central,KGPM,09-10-2020 13:50,82,82,58,29.27,10,ENE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3367586,Bing,,2,29-12-2020 02:21,29-12-2020 03:39,33.895896,-117.497722,33.893938,-117.501998,0.28,SR91 W EO BUCHANAN ST. GRY FORD EDGE NEEDS 3A WB 91 JWO PIERCE - LN MIRANDO 1039 3A SO#212385 ANGELOS TOW ETA 1 HR,,CA-91 W,R,Riverside,Riverside,CA,92503,US,US/Pacific,KRAL,29-12-2020 01:53,41,37,86,29.11,10,NE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
