ID,Severity,Start_Lat,Start_Lng,City,County,State,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
A-3300546,2,42.059408,-87.867804,Des Plaines,Cook,IL,56,56,93,29.33,2,0,0
A-2022490,2,28.5385,-81.341797,Orlando,Orange,FL,75.2,,94,29.78,7,10.4,
A-328934,3,39.84182,-84.189606,Dayton,Montgomery,OH,39,31.8,60,30.11,10,11.5,
A-1679797,2,28.546553,-81.554451,Winter Garden,Orange,FL,75,,84,29.94,10,8.1,0
A-3960772,2,48.095865,-122.18502,Marysville,Snohomish,WA,39.2,35.9,100,30.38,10,4.6,
A-148060,2,33.471008,-82.027924,Augusta,Richmond,GA,61,,87,30.27,10,5.8,
A-2956605,2,39.116839,-121.569799,Olivehurst,Yuba,CA,39,39,76,30.09,8,0,0
A-3902268,2,45.470237,-122.678164,Portland,Multnomah,OR,42.1,,89,29.69,4,,
A-2902402,2,40.73824,-73.80175,Fresh Meadows,Queens,NY,75,,43,30.06,10,11.5,
A-4118452,2,40.8454,-73.9256,Bronx,Bronx,NY,48,,61,30.2,10,10.4,
A-1096507,2,34.050468,-81.044563,Columbia,Richland,SC,63,63,34,29.99,10,3,0
A-1184361,2,33.848351,-117.856918,Anaheim,Orange,CA,71,71,78,29.7,10,3,0
A-998925,1,47.368721,-122.30378,Des Moines,King,WA,49,46,90,29.42,9,7,0
A-4206466,4,35.363552,-88.943945,Toone,Hardeman,TN,79,79,82,29.61,10,6,0
A-3598480,3,39.77136,-104.81406,Aurora,Adams,CO,61,61,23,24.22,10,10,0
A-927754,3,33.33889,-84.979599,Newnan,Coweta,GA,47,47,86,29,7,3,
A-2304318,3,34.068493,-117.973961,Baldwin Park,Los Angeles,CA,68,,21,30.12,10,,
A-1120845,2,35.239864,-80.885803,Charlotte,Mecklenburg,NC,23,13,63,29.56,10,9,0
A-1078895,3,35.780151,-78.749649,Cary,Wake,NC,71,71,34,29.8,10,3,0
A-4219628,2,40.71816,-111.89398,Salt Lake City,Salt Lake,UT,78,78,32,25.75,10,14,0
A-2250598,3,38.124599,-85.614677,Louisville,Jefferson,KY,64,,27,29.81,10,9.2,
A-4000861,3,30.25716,-97.7372,Austin,Travis,TX,93,,44,29.88,10,5.8,
A-3484001,2,42.40268,-71.06137,Everett,Middlesex,MA,52,52,35,29.9,10,25,0
A-2842351,3,38.64609,-121.37846,North Highlands,Sacramento,CA,44.6,40.7,100,30.17,9,6.9,
A-3236348,2,30.175518,-81.744628,Orange Park,Clay,FL,46,46,89,30.23,10,0,0
A-3227265,2,39.841673,-75.401931,Chester,Delaware,PA,57,57,94,29.93,8,7,0
A-113888,3,33.981861,-118.074852,Whittier,Los Angeles,CA,77,,54,29.95,10,5.8,
A-3644986,1,37.4769,-121.93285,Fremont,Alameda,CA,63,63,68,29.92,10,8,
A-3384461,2,30.403622,-81.564785,Jacksonville,Duval,FL,73,73,100,29.93,7,3,0
A-555797,2,39.761353,-104.90345,Denver,Denver,CO,25,13,69,24.27,10,14,0
A-1596562,3,29.78442,-95.513878,Houston,Harris,TX,64.4,,24,30.09,10,10.4,
A-2004298,2,27.828415,-82.663193,Saint Petersburg,Pinellas,FL,80.1,,81,30.02,,8.1,
A-2616683,3,41.035595,-81.578285,Barberton,Summit,OH,79,,56,30.13,10,,
A-983940,2,42.633121,-73.778091,Albany,Albany,NY,41,33,82,29.89,10,15,0
A-3116203,2,40.798963,-78.066111,Port Matilda,Centre,PA,,,,,,,
A-2229702,2,34.069817,-118.261299,Los Angeles,Los Angeles,CA,61,,27,30.2,10,3.5,
A-173501,2,42.003525,-88.183762,Bartlett,Dupage,IL,60.1,,41,29.76,10,3.5,
A-2482041,3,40.828316,-73.931114,Bronx,Bronx,NY,44.1,34.8,63,30.03,10,25.3,
A-241891,2,40.678478,-75.342369,Bethlehem,Northampton,PA,55.9,,24,30.01,10,,
A-3766114,2,35.2597,-118.914445,Lamont,Kern,CA,69,69,39,29.48,10,12,0
A-2693076,3,33.790413,-118.099365,Long Beach,Los Angeles,CA,73,,64,29.96,10,3.5,
A-2949150,2,42.29272,-71.48462,Framingham,Middlesex,MA,63,,93,29.92,10,4.6,0.01
A-378198,2,40.070946,-77.056503,Dillsburg,York,PA,27,20.5,63,29.96,10,5.8,
A-941148,3,34.125298,-118.476593,Los Angeles,Los Angeles,CA,58,58,67,29.84,10,3,0
A-200592,2,42.40667,-71.026215,Revere,Suffolk,MA,37,30.4,46,30.25,10,9.2,
A-1128059,2,30.3874,-97.553429,Manor,Travis,TX,50,50,54,29.64,10,0,0
A-2770963,3,34.07074,-81.14567,Columbia,Lexington,SC,73.9,,62,30.06,10,3.5,
A-1018706,2,33.6413,-79.035797,Myrtle Beach,Horry,SC,54,54,97,29.8,10,9,0.04
A-2249707,2,37.99057,-122.130013,Martinez,Contra Costa,CA,48.9,,90,29.92,10,3.5,0.06
A-2645934,2,36.309914,-82.320747,Johnson City,Washington,TN,72,,57,30.06,10,4.6,
A-1092278,3,47.147171,-122.504578,Lakewood,Pierce,WA,34,34,91,29.97,10,0,0
A-2335476,2,33.68185,-112.206589,Glendale,Maricopa,AZ,53.1,,43,30.04,10,9.2,
A-519614,2,28.55328,-81.324669,Orlando,Orange,FL,70,70,84,29.89,10,8,0
A-4230231,4,39.02026,-94.50114,Kansas City,Jackson,MO,85,85,59,29.25,10,5,0
A-4078269,2,45.514369,-122.700879,Portland,Multnomah,OR,46.9,,83,30.4,10,3.5,
A-1261343,4,39.252922,-84.444061,Cincinnati,Hamilton,OH,66,66,90,29.49,10,0,0
A-3908517,4,39.93083,-86.277639,Zionsville,Boone,IN,24.3,8.3,86,29.84,2.5,25.3,
A-2872878,2,29.43968,-95.06915,Dickinson,Galveston,TX,64.9,,61,30.13,10,10.4,
A-505299,2,40.754555,-73.415024,Farmingdale,Suffolk,NY,70,,97,29.86,0.2,4.6,
A-3091239,2,32.735539,-96.844278,Dallas,Dallas,TX,46,44,56,29.36,10,5,0
A-1089892,2,35.403259,-119.045792,Bakersfield,Kern,CA,70,70,18,29.37,10,6,0
A-2947354,4,37.76926,-80.9848,Shady Spring,Raleigh,WV,75.9,,60,29.97,10,5.8,
A-2905190,2,39.08985,-77.17512,Rockville,Montgomery,MD,,,,,,,
A-1056549,2,33.608971,-81.951088,North Augusta,Edgefield,SC,77,77,37,29.59,10,5,0
A-3339405,2,34.090672,-117.302001,San Bernardino,San Bernardino,CA,44,44,35,29.02,10,0,0
A-1582950,3,41.171848,-73.191902,Bridgeport,Fairfield,CT,26.1,14,84,30.19,2,15,0.08
A-3335808,2,34.087368,-117.682939,Montclair,San Bernardino,CA,72,72,69,28.8,2,7,
A-3705174,2,34.13394,-117.95641,Baldwin Park,Los Angeles,CA,75,75,31,29.97,10,6,0
A-3815130,4,42.72493,-84.50933,Lansing,Ingham,MI,57,57,39,29.01,10,15,0
A-1741696,2,41.131252,-112.025131,Clearfield,Davis,UT,42.3,,42,30.12,10,,
A-3854107,2,34.030445,-117.581798,Ontario,San Bernardino,CA,85,85,34,28.86,10,13,0
A-3546591,3,39.10949,-76.94726,Burtonsville,Montgomery,MD,69,69,51,30.05,10,0,0
A-3130056,2,38.687726,-121.343884,Sacramento,Sacramento,CA,48,48,54,29.89,10,0,
A-2742373,2,39.69308,-104.8288,Aurora,Arapahoe,CO,70.7,,42,29.85,10,8.1,
A-3920561,2,43.392733,-123.33693,Sutherlin,Douglas,OR,48.9,,69,29.85,10,,
A-149003,2,33.771088,-84.349007,Atlanta,Fulton,GA,69.1,,54,30.32,10,11.5,
A-471063,2,41.852089,-88.202934,Warrenville,DuPage,IL,73.9,,43,30.02,10,10.4,
A-3140650,2,39.271062,-76.654801,Baltimore,Baltimore City,MD,,,,,,,
A-2809950,3,39.19835,-82.97845,Waverly,Pike,OH,,,,,,,
A-1292428,3,34.029076,-118.228584,Los Angeles,Los Angeles,CA,86,86,46,29.73,8,5,0
A-853685,2,31.764366,-106.364349,El Paso,El Paso,TX,72,72,25,26.2,10,12,
A-4196373,3,32.7769,-96.62412,Mesquite,Dallas,TX,75,75,83,29.31,10,0,0
A-3468339,2,39.6532,-105.00103,Englewood,Arapahoe,CO,75,75,18,24.18,10,7,0
A-2365682,2,42.341969,-122.845787,Medford,Jackson,OR,41,38,100,30.14,4,4.6,
A-2568148,3,36.834946,-76.28791,Norfolk,Norfolk,VA,66.9,,93,29.83,10,8.1,0
A-770597,2,41.312462,-73.08889,Shelton,Fairfield,CT,51,51,31,30.07,10,9,0
A-613080,2,35.435211,-97.570213,Oklahoma City,Oklahoma,OK,65,65,97,28.68,5,5,0
A-4126885,2,28.53849,-81.40847,Orlando,Orange,FL,69.1,,87,30.19,10,4.6,
A-2960285,2,39.299265,-76.530472,Rosedale,Baltimore City,MD,27,27,86,30.43,10,0,0
A-1408676,3,42.348347,-71.04422,Boston,Suffolk,MA,58,58,67,29.82,10,5,0
A-1614507,2,32.432758,-93.860809,Shreveport,Caddo,LA,57.9,,93,30.1,10,,
A-1686131,2,35.8638,-78.635513,Raleigh,Wake,NC,26.1,,84,30.41,10,,
A-2981541,2,34.226613,-118.377665,Sun Valley,Los Angeles,CA,57,57,27,29.15,10,0,0
A-383095,3,39.291889,-76.553818,Baltimore,Baltimore City,MD,28.9,,35,30.58,,,
A-2936003,2,28.34569,-81.38237,Kissimmee,Osceola,FL,79,,90,30.07,10,3.5,
A-3172779,2,48.320198,-114.331329,Whitefish,Flathead,MT,39,31,65,26.89,10,14,0
A-3766967,2,37.143406,-121.984939,Los Gatos,Santa Cruz,CA,64,64,65,29.91,10,18,0
A-1389841,2,32.391109,-80.685677,Port Royal,Beaufort,SC,,,,,,,
A-737119,2,36.26923,-86.755722,Nashville,Davidson,TN,74,74,73,29.28,10,6,0
A-3113015,2,30.312528,-81.651354,Jacksonville,Duval,FL,37,32,67,30.24,10,7,0
A-1496273,3,33.428665,-112.064041,Phoenix,Maricopa,AZ,96,96,8,28.54,10,6,0
A-4108163,2,40.845959,-73.93008,New York,New York,NY,39.9,36.7,43,29.99,10,4.6,
A-1399007,2,34.84853,-82.695061,Pickens,Pickens,SC,66,66,100,29.01,3,5,0
A-659920,3,42.040997,-87.984955,Arlington Heights,Cook,IL,35,29,82,29.59,10,7,0
A-3348799,2,35.754092,-78.891566,Apex,Wake,NC,54,54,100,29.85,4,0,0
A-1095407,2,42.971844,-85.740578,Grand Rapids,Kent,MI,33,24,70,29.27,10,13,0
A-3626369,2,34.12321,-117.30261,San Bernardino,San Bernardino,CA,57,57,77,28.75,3,0,0
A-377552,3,39.959442,-83.344879,London,Madison,OH,48.2,,66,29.83,10,5.8,
A-1802317,2,44.861755,-93.298523,Minneapolis,Hennepin,MN,46,42.5,51,30.38,10,6.9,
A-2490416,3,36.966949,-76.293678,Norfolk,Norfolk,VA,,,,,,,
A-2636961,3,39.752319,-86.225342,Indianapolis,Marion,IN,90,,37,29.94,10,6.9,
A-2432201,2,39.222675,-84.354568,Cincinnati,Hamilton,OH,32,22.1,64,29.89,10,13.8,
A-773893,2,33.668972,-112.065964,Phoenix,Maricopa,AZ,86,86,18,28.2,10,6,0
A-2064066,3,34.004791,-118.173012,Los Angeles,Los Angeles,CA,63,,90,29.8,9,,
A-1072341,2,31.74111,-106.30172,El Paso,El Paso,TX,75,75,8,26.1,10,7,
A-1801891,2,25.735889,-80.319412,Miami,Miami-Dade,FL,80.6,,89,29.98,10,9.2,0.05
A-3921489,4,42.34127,-83.04952,Detroit,Wayne,MI,52,,74,29.72,10,12.7,
A-3882375,2,39.203289,-121.169547,Rough and Ready,Nevada,CA,86,86,17,26.76,10,0,0
A-3300852,2,32.323096,-111.050909,Tucson,Pima,AZ,93,93,19,27.23,10,9,0
A-578278,2,42.730068,-73.701492,Watervliet,Albany,NY,56,56,64,30.03,10,0,0
A-1727722,2,40.682243,-73.663391,West Hempstead,Nassau,NY,39.9,,89,30.16,10,,
A-975548,2,32.791401,-96.737442,Dallas,Dallas,TX,46,41,37,29.88,10,9,0
A-2780064,2,28.53945,-81.30698,Orlando,Orange,FL,78.1,,90,29.94,6,16.1,
A-139239,3,25.898678,-80.209785,Miami,Miami-Dade,FL,84,,82,29.93,10,11.5,0.08
A-2138819,3,41.877819,-93.571083,Cambridge,Story,IA,66.2,,94,29.9,4,5.8,0.19
A-3480189,3,40.72502,-74.34218,Summit,Union,NJ,45,45,93,29.55,10,3,0
A-2176270,2,33.996262,-117.364113,Riverside,Riverside,CA,81,,34,29.84,10,9.2,
A-2473061,2,35.140274,-80.735695,Charlotte,Mecklenburg,NC,72,,73,30.04,10,6.9,
A-2870465,2,38.55288,-90.42205,Saint Louis,St. Louis County,MO,46,44.8,31,30.22,10,3.5,
A-2895161,2,37.69071,-122.09339,Castro Valley,Alameda,CA,50,,68,30.11,10,5.8,
A-836697,2,33.388512,-117.227837,Fallbrook,San Diego,CA,50,50,83,29.91,10,3,0
A-76313,2,34.055866,-117.418213,Bloomington,San Bernardino,CA,66,,20,29.95,10,5.8,
A-3433054,2,40.98784,-73.67647,Rye,Westchester,NY,60,60,93,29.51,10,5,0
A-1423387,2,35.742981,-78.680328,Raleigh,Wake,NC,70,70,78,29.81,10,7,0
A-2948090,3,25.7325,-80.38436,Miami,Miami-Dade,FL,81,,91,30.09,10,,
A-3080004,2,38.750907,-120.779751,Placerville,El Dorado,CA,45,45,100,27.43,0,0,0
A-1954174,3,41.223923,-96.023994,Omaha,Douglas,NE,79.9,,63,30.01,10,6.9,
A-2390829,3,30.408062,-91.101921,Baton Rouge,East Baton Rouge,LA,52,,38,30.53,10,12.7,
A-3241042,2,40.762356,-74.075607,Secaucus,Hudson,NJ,64,64,60,30.24,10,6,0
A-1544424,2,39.713657,-105.000381,Denver,Denver,CO,39,34,65,30.19,10,6.9,
A-3370342,2,35.133463,-119.472933,Taft,Kern,CA,53,53,32,29.64,7,0,0
A-2165571,3,26.24865,-80.165382,Pompano Beach,Broward,FL,81,,60,30.03,10,9.2,
A-2471715,2,42.043816,-87.829552,Niles,Cook,IL,46,41,93,29.94,1.8,10.4,0
A-792742,2,35.060364,-80.813057,Charlotte,Mecklenburg,NC,81,81,67,29.28,10,6,0
A-997309,2,35.11784,-80.881348,Charlotte,Mecklenburg,NC,43,40,68,29,10,5,0
A-1196340,2,42.054798,-87.828621,Glenview,Cook,IL,63,63,72,29.35,10,9,0
A-3335612,2,41.106537,-73.414556,Norwalk,Fairfield,CT,57,57,69,29.81,10,0,0
A-943801,2,30.380646,-97.715973,Austin,Travis,TX,71,71,87,29.23,3,0,0
A-256767,2,40.63134,-79.648216,Leechburg,Armstrong,PA,64.4,,94,29.91,9,4.6,
A-4059923,2,34.07887,-118.21998,Los Angeles,Los Angeles,CA,66.9,,59,30,10,8.1,
A-18807,2,37.60117,-121.873627,Sunol,Alameda,CA,43,40.3,89,29.94,9,4.6,
A-1890678,2,30.291943,-97.741173,Austin,Travis,TX,80.1,,76,29.96,10,5.8,0
A-2105892,3,37.701309,-121.916084,Pleasanton,Alameda,CA,50,,100,30.15,8,4.6,
A-2762286,2,25.78457,-80.23617,Miami,Miami-Dade,FL,75,,57,30.32,10,13.8,
A-1807886,2,40.059757,-75.10675,Cheltenham,Montgomery,PA,72,,91,30.33,1.5,3.5,
A-1723112,3,34.00243,-81.11026,West Columbia,Lexington,SC,60.1,,100,30.06,9,,0.04
A-436409,3,47.642124,-122.322556,Seattle,King,WA,54,,57,30.37,10,,
A-2679649,3,30.536266,-91.178078,Baton Rouge,East Baton Rouge,LA,82.9,,72,29.88,10,6.9,0
A-2111513,3,32.871979,-80.011665,North Charleston,Charleston,SC,82.9,,41,29.96,8,6.9,
A-4119520,2,33.80084,-118.20691,Long Beach,Los Angeles,CA,73,,55,30,10,12.7,
A-554964,2,28.634604,-81.452316,Orlando,Orange,FL,74,74,68,30.07,10,9,0
A-2744171,3,32.87805,-96.89795,Dallas,Dallas,TX,78.8,,74,30,10,11.5,
A-4089747,3,40.76876,-73.88205,Flushing,Queens,NY,24.8,9,86,29.51,0.2,25.3,0.04
A-3714921,2,40.98611,-74.16671,Wyckoff,Bergen,NJ,38,38,93,29.5,2,3,0
A-2542066,2,36.107933,-79.828278,Greensboro,Guilford,NC,73.9,,100,30.03,5,5.8,
A-1815680,2,30.462145,-91.13945,Baton Rouge,East Baton Rouge,LA,79,,82,29.79,10,5.8,
A-3603274,2,33.725581,-117.804117,Tustin,Orange,CA,57,57,45,29.97,10,5,0
A-875296,2,25.685865,-80.400688,Miami,Miami-Dade,FL,67,67,63,30.14,10,10,0
A-2438178,2,33.771282,-84.385033,Atlanta,Fulton,GA,45,,97,30.19,7,,0
A-3110501,2,39.739407,-123.514611,Laytonville,Mendocino,CA,46,44,93,29.37,10,6,0
A-3866903,2,43.06041,-76.56788,Weedsport,Cayuga,NY,63,63,90,29.58,8,3,0.09
A-40651,2,37.380478,-121.99588,Sunnyvale,Santa Clara,CA,80.1,,43,29.87,10,9.2,
A-2059593,2,42.982536,-72.656158,Newfane,Windham,VT,82,,31,30.1,10,12.7,
A-1549704,2,41.527134,-72.769836,Meriden,New Haven,CT,53.1,,61,30.06,10,3.5,0
A-2319598,2,38.020203,-78.430313,Charlottesville,Albemarle,VA,63,,48,29.85,10,10.4,
A-3388563,2,34.066489,-117.217456,Redlands,San Bernardino,CA,82,82,8,28.84,7,0,0
A-1373698,3,38.58934,-104.670692,Fountain,El Paso,CO,76,76,23,24.14,10,9,0
A-582373,3,42.004845,-87.891998,Des Plaines,Cook,IL,54,54,69,29.45,10,8,0
A-1255908,2,33.683331,-117.620651,Silverado,Orange,CA,60,60,90,29.34,10,0,0
A-2487891,2,35.03643,-80.962929,Fort Mill,York,SC,51.1,,68,30.35,10,8.1,
A-2705688,2,34.046577,-81.114265,Columbia,Richland,SC,88,,51,30.02,10,10.4,
A-1418847,2,33.120129,-80.028442,Moncks Corner,Berkeley,SC,75,75,89,29.89,10,7,0
A-4143432,2,34.06841,-118.03837,El Monte,Los Angeles,CA,86,,43,29.94,10,,
A-2264118,2,30.456839,-91.072083,Baton Rouge,East Baton Rouge,LA,59,,51,30.18,10,9.2,
A-2908536,2,40.85333,-73.96133,Fort Lee,Bergen,NJ,63,,35,29.96,10,20.7,
A-104485,3,34.235577,-118.472961,North Hills,Los Angeles,CA,68,,37,29.97,10,6.9,
A-3671607,2,42.99319,-83.6536,Flint,Genesee,MI,48,44,54,28.82,10,8,0
A-330603,3,40.454441,-76.387489,Fredericksburg,Lebanon,PA,38.8,,100,29.87,7,,
A-2480789,2,30.244469,-92.032753,Lafayette,Lafayette,LA,57,,81,30.2,10,10.4,
A-2997416,2,38.666823,-121.27225,Citrus Heights,Sacramento,CA,57,57,38,29.91,10,0,
A-1225012,2,35.418869,-97.51815,Oklahoma City,Oklahoma,OK,86,86,65,28.62,10,13,0
A-3335894,2,32.766349,-96.917711,Dallas,Dallas,TX,67,67,27,29.67,10,7,0
A-3098716,2,35.06564,-85.313394,Chattanooga,Hamilton,TN,47,40,86,29.09,4,20,0.22
A-3245042,2,41.520318,-122.519762,Gazelle,Siskiyou,CA,,,,,,,
A-347204,2,33.760677,-117.481972,Corona,Riverside,CA,51.1,,77,30.05,10,,
A-2710778,2,38.239845,-122.079056,Fairfield,Solano,CA,102.7,,18,29.79,10,3.5,
A-2022080,2,40.039536,-76.20829,Lancaster,Lancaster,PA,81,,79,30,10,15,0
A-958464,2,33.875862,-78.973694,Conway,Horry,SC,48,48,93,30.15,10,0,0
A-3467287,2,38.89351,-77.05013,Washington,District of Columbia,DC,59,59,93,29.69,8,9,0.01
A-1957057,2,30.376953,-91.118042,Baton Rouge,East Baton Rouge,LA,77,,94,30.12,0.8,16.1,0.07
A-2488703,2,41.773022,-88.00856,Downers Grove,Dupage,IL,44.4,37.2,75,30.26,10,16.1,
A-3448280,3,41.77302,-88.00856,Downers Grove,Dupage,IL,71,71,90,29.19,10,6,0
A-948057,2,34.878231,-82.361687,Greenville,Greenville,SC,58,58,75,28.97,10,7,0
A-2394889,3,34.119827,-117.838631,Glendora,Los Angeles,CA,64.4,,18,30.23,10,8.1,
A-3261541,2,25.77353,-80.417388,Miami,Miami-Dade,FL,62,62,56,30.11,10,5,0
A-2803360,2,40.76535,-73.71809,Great Neck,Nassau,NY,70,,59,29.97,10,11.5,
A-2694110,2,28.372812,-81.425911,Orlando,Orange,FL,90,,52,30.09,10,11.5,
A-2174054,2,29.952223,-95.304337,Humble,Harris,TX,78.1,,76,29.87,10,6.9,0
A-1691558,2,35.228909,-80.866974,Charlotte,Mecklenburg,NC,39.9,36.7,55,30.12,10,4.6,
A-1830029,3,41.043247,-73.835846,Irvington,Westchester,NY,39.9,31.4,53,30.28,10,16.1,
A-2666227,2,37.933907,-121.255371,Stockton,San Joaquin,CA,91.9,,33,29.86,10,8.1,
A-1248156,2,42.827888,-78.791336,Buffalo,Erie,NY,63,63,75,29.27,10,5,0
A-3070071,4,33.492766,-84.220028,Stockbridge,Henry,GA,62,62,41,29.22,10,13,0
A-1985369,3,33.915051,-118.285156,Los Angeles,Los Angeles,CA,66.9,,81,29.98,10,5.8,
A-2855556,4,34.06877,-117.97327,Baldwin Park,Los Angeles,CA,89.6,,33,29.92,10,9.2,
A-3526741,2,35.78644,-78.71863,Raleigh,Wake,NC,84,84,58,29.56,10,6,0
A-346603,3,32.839386,-117.161552,San Diego,San Diego,CA,55.9,,53,30.21,10,3.5,
A-3227479,2,28.421363,-81.402794,Orlando,Orange,FL,72,72,51,30.12,10,10,0
A-4012156,2,38.93788,-94.47671,Kansas City,Jackson,MO,71.1,,100,30.02,9,3.5,
A-1061498,2,28.75642,-81.299103,Sanford,Seminole,FL,78,78,79,29.76,10,8,0
A-2345010,3,38.525158,-90.398514,Saint Louis,St. Louis County,MO,18,12.7,38,30.58,10,3.5,
A-2507344,2,29.96529,-95.429527,Houston,Harris,TX,44.1,42.5,79,30.22,10,3.5,
A-2368092,2,35.594524,-97.531502,Oklahoma City,Oklahoma,OK,30.9,22.8,37,30.36,10,9.2,
A-3749430,2,37.42811,-122.10137,Palo Alto,Santa Clara,CA,54,54,72,29.86,10,7,
A-2134125,2,34.907768,-81.936638,Spartanburg,Spartanburg,SC,66.2,,94,29.93,10,,
A-574738,2,35.073814,-85.111542,Ooltewah,Hamilton,TN,69,69,96,29.21,1,6,0.15
A-3806415,2,37.698119,-121.940764,Pleasanton,Alameda,CA,59,59,72,29.47,10,7,0
A-2242977,2,34.012157,-81.199326,Lexington,Lexington,SC,46,43.9,100,29.73,1,4.6,0
A-4159155,4,42.90968,-76.19666,La Fayette,Onondaga,NY,87.1,,53,29.68,10,,
A-2060106,3,37.256317,-80.176117,Salem,Roanoke County,VA,61,,97,30.2,2.5,4.6,
A-3787123,2,34.12344,-117.69349,Claremont,Los Angeles,CA,57,57,41,29.12,10,0,
A-631140,2,34.185799,-118.320023,Burbank,Los Angeles,CA,71,71,29,29.16,9,3,0
A-3751084,2,33.37045,-111.89375,Tempe,Maricopa,AZ,54,54,86,28.64,10,14,0.02
A-1471033,2,33.462151,-112.030205,Phoenix,Maricopa,AZ,85,85,12,28.63,10,5,0
A-1655655,3,44.954113,-93.085915,Saint Paul,Ramsey,MN,15.1,4.2,84,30.05,3,8.1,0
A-2482335,2,37.319195,-77.306137,Chester,Chesterfield,VA,,,,,,,
A-649367,2,34.38892,-119.31411,Ventura,Ventura,CA,71,71,36,29.88,10,0,0
A-1994566,3,32.94688,-96.906181,Carrollton,Dallas,TX,84.2,,58,30.1,10,6.9,
A-3172961,2,25.796818,-80.324187,Miami,Miami-Dade,FL,89,89,65,29.9,10,8,0
A-618571,2,47.711498,-121.361229,Skykomish,King,WA,69,69,44,27.74,10,7,0
A-2740580,3,33.02099,-96.70957,Plano,Collin,TX,77,,69,30.04,13,12.7,
A-411697,2,26.556978,-81.910439,Fort Myers,Lee,FL,86,,38,30.05,10,12.7,
A-1157326,2,43.190048,-77.638863,Rochester,Monroe,NY,67,67,68,29.52,10,5,0
A-1505393,3,27.52685,-82.506729,Ellenton,Manatee,FL,,,,30.06,10,6.9,
A-3537926,2,33.985198,-117.549062,Mira Loma,Riverside,CA,87,87,5,29.09,10,14,0
A-126891,2,28.568356,-81.253288,Orlando,Orange,FL,75.9,,56,30.03,10,4.6,
A-1831064,2,27.481218,-82.612221,Bradenton,Manatee,FL,73,,100,30.14,10,4.6,
A-468296,2,25.840631,-80.322289,Miami,Miami-Dade,FL,84,,72,30.11,10,10.4,
A-2196047,3,42.353905,-71.053879,Boston,Suffolk,MA,46.9,,48,29.65,10,15,
A-4216251,4,39.28529,-76.74046,Catonsville,Baltimore County,MD,78,,81,30.08,,,0
A-4092754,2,34.215454,-119.01287,Camarillo,Ventura,CA,61,,70,29.75,10,,0
A-302769,3,32.777161,-96.81218,Dallas,Dallas,TX,91.9,,54,29.83,10,16.1,
A-1669220,2,37.942471,-122.323837,Richmond,Contra Costa,CA,52,,71,30.01,10,,
A-3607338,2,30.01851,-90.02164,New Orleans,Orleans,LA,,,,,,,0
A-482816,2,40.22871,-75.246284,North Wales,Montgomery,PA,71.6,,53,30.01,10,,
A-1119521,3,39.685204,-104.960831,Denver,Denver,CO,47,44,23,24.14,10,6,0
A-354403,3,27.852526,-82.664055,Saint Petersburg,Pinellas,FL,75,,60,29.95,10,9.2,
A-1039888,2,42.525867,-122.846764,Eagle Point,Jackson,OR,34,34,89,28.48,10,0,0
A-1794719,2,37.995594,-122.066566,Martinez,Contra Costa,CA,66.9,,54,29.83,10,3.5,
A-2663043,2,34.202675,-79.597534,Florence,Florence,SC,88,,63,29.99,10,11.5,
A-3189665,2,30.184434,-97.545159,Del Valle,Travis,TX,38,38,76,29.66,10,0,0
A-692431,2,34.024601,-82.260818,Bradley,Greenwood,SC,74,74,100,29.45,6,5,0
A-3166499,2,45.077601,-93.366483,Minneapolis,Hennepin,MN,51,51,66,28.98,10,7,0
A-1731766,2,39.890327,-84.390419,Brookville,Montgomery,OH,39,34,96,29.79,10,6.9,
A-3113356,2,40.124291,-76.599887,Elizabethtown,Lancaster,PA,43,39,65,29.79,10,7,0
A-2775751,2,34.937007,-81.996567,Spartanburg,Spartanburg,SC,77,,22,30.12,10,6.9,
A-1989574,3,33.912231,-118.073418,Norwalk,Los Angeles,CA,75,,53,29.94,10,5.8,
A-514880,2,47.602631,-122.302467,Seattle,King,WA,41,37,96,30.04,7,6,0
A-1152288,2,44.77541,-93.288544,Burnsville,Dakota,MN,31,19,69,29.24,10,20,0
A-37171,3,37.822773,-122.268959,Oakland,Alameda,CA,64,,60,30.01,10,8.1,
A-4024716,2,37.390592,-121.994367,Sunnyvale,Santa Clara,CA,60.1,,96,29.99,7,,
A-730766,2,33.56707,-81.65274,Aiken,Aiken,SC,89,89,52,29.36,10,6,0
A-3707534,2,34.12827,-117.50597,Fontana,San Bernardino,CA,53,53,34,29.08,10,3,0
A-3103862,2,34.17524,-79.808603,Florence,Florence,SC,69,69,75,29.87,10,6,0
A-2042083,2,35.799213,-78.570007,Raleigh,Wake,NC,79,,74,29.8,10,9.2,
A-744505,2,40.665482,-74.204979,Elizabeth,Union,NJ,87,87,46,29.77,10,7,0
A-2386136,2,31.798063,-106.332603,El Paso,El Paso,TX,55,,13,30.12,10,10.4,
A-608337,2,34.8522,-82.451653,Greenville,Greenville,SC,81,81,50,28.84,10,10,0
A-1318618,2,33.282883,-111.824394,Chandler,Maricopa,AZ,100,100,22,28.45,10,12,
A-678029,3,27.901981,-82.636887,Saint Petersburg,Pinellas,FL,82,82,90,30.04,10,6,0
A-1786451,2,43.717594,-87.760147,Sheboygan,Sheboygan,WI,19.9,6.2,71,29.97,10,15,
